codigo_aeronave;codigo_ocorrencia;matricula;codigo_operador;equipamento;fabricante;modelo;tipo_motor;quantidade_motores;peso_maximo_decolagem;quantidade_assentos;ano_fabricacao;pais_registro;categoria_registro;categoria_aviacao;origem_voo;destino_voo;fase_operacao;tipo_operacao;nivel_dano;quantidade_fatalidades;dia_extracao
14101;47879;PRLJI;1036;AVI«O;CESSNA AIRCRAFT;210L;PIST«O;1;1724;6;1975;BRASIL;TPX;TµXI AêREO;SISO;SBJC;CIRCUITO DE TRµFEGO;TµXI AêREO;SUBSTANCIAL;2;30/07/2016
14119;47901;PRVIP;2507;AVI«O;BEECH AIRCRAFT;200;TURBOêLICE;2;5670;10;1978;BRASIL;TPX;TµXI AêREO;SWDN;SBPJ;POUSO;TµXI AêREO;LEVE;0;30/07/2016
14127;52831;PTYHP;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44;PIST«O;1;1089;4;1998;BRASIL;TPP;PARTICULAR;****;****;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
14136;47926;PPXNZ;3992;AVI«O;FABRICACAO PROPRIA;CMA;***;0;0;0;0;BRASIL;PEX;EXPERIMENTAL;****;****;PARTIDA DO MOTOR;EXPERIMENTAL;NENHUM;0;30/07/2016
14138;47936;PUEDR;3992;ULTRALEVE;ANDRE A.FERDINAND;BUCKER;PIST«O;1;700;2;2005;BRASIL;PET;EXPERIMENTAL;****;****;ARREMETIDA NO SOLO;EXPERIMENTAL;LEVE;0;30/07/2016
14138;52281;PUEDR;3992;ULTRALEVE;ANDRE A.FERDINAND;BUCKER;PIST«O;1;700;2;2005;BRASIL;PET;EXPERIMENTAL;****;****;CORRIDA AP‡S POUSO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14154;47965;PUAUN;3992;ULTRALEVE;ORION LTDA;F1A EAGLE;PIST«O;1;450;2;2005;BRASIL;PET;EXPERIMENTAL;****;****;CIRCUITO DE TRµFEGO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14155;47966;PTGUR;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;1980;BRASIL;SAE-AG;AGR÷COLA;****;****;ESPECIALIZADA;AGR÷COLA;DESTRU÷DA;1;30/07/2016
14164;47979;PUBRA;3992;ULTRALEVE;FABRICACAO PROPRIA;EXPERIMENT;PIST«O;1;0;0;0;BRASIL;PET;EXPERIMENTAL;****;****;INDETERMINADA;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14165;47980;PTCDI;3992;AVI«O;CESSNA AIRCRAFT;182G;PIST«O;1;1270;4;1964;BRASIL;TPP;PARTICULAR;SSPN;SSCI;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14166;47981;PRVAR;3992;AVI«O;AIR TRACTOR;AT-502B;TURBOêLICE;1;3629;1;2012;BRASIL;TPP;PARTICULAR;****;****;ESPECIALIZADA;AGR÷COLA;DESTRU÷DA;1;30/07/2016
14167;47983;PPEIH;4153;HELIC‡PTERO;EUROCOPTER FRANCE;AS 350 BA;TURBOEIXO;1;2100;6;1983;BRASIL;ADE;ADMINISTRAÄ«O DIRETA;****;****;DECOLAGEM;POLICIAL;SUBSTANCIAL;0;30/07/2016
14179;47998;PPPMC;3992;AVI«O;CESSNA AIRCRAFT;TU206G;PIST«O;1;1633;6;1981;BRASIL;TPP;PARTICULAR;SWRD;****;TµXI;PRIVADA;SUBSTANCIAL;0;30/07/2016
14191;48013;PTHPK;3143;HELIC‡PTERO;ROBINSON HELICOPTER;R22 BETA;PIST«O;1;621;2;1991;BRASIL;PRI;INSTRUÄ«O;SBMT;SBMT;MANOBRA;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
14218;48053;PTWDI;3992;AVI«O;CESSNA AIRCRAFT;210N;PIST«O;1;1724;6;1979;BRASIL;TPP;PARTICULAR;SBCG;SSKG;APROXIMAÄ«O FINAL;PRIVADA;SUBSTANCIAL;0;30/07/2016
14226;53196;PRFLM;2091;AVI«O;PIPER AIRCRAFT;PA-34-200;PIST«O;2;1905;6;1972;BRASIL;PRI;INSTRUÄ«O;SBFL;SBFL;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
14309;52835;PTGGA;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201;PIST«O;1;1800;1;1975;BRASIL;TPP;PARTICULAR;****;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
14350;51449;PTWHT;3992;AVI«O;CESSNA AIRCRAFT;210N;PIST«O;1;1724;6;1979;BRASIL;TPP;PARTICULAR;SWWB;SWSI;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14399;51033;PTWPZ;3992;AVI«O;BEECH AIRCRAFT;58;PIST«O;2;2449;6;1994;BRASIL;TPP;PARTICULAR;SNDH;SNTY;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14519;53324;PTBHC;3992;AVI«O;CESSNA AIRCRAFT;172A;PIST«O;1;998;4;1961;BRASIL;TPP;PARTICULAR;SWNV;SWNV;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
14524;53333;PPTZV;870;AVI«O;AMERICAN CHAMPION;8KCAB;PIST«O;1;816;2;1997;BRASIL;PIN;INSTRUÄ«O;SBBU;SDPW;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
14540;52982;PTBMR;3992;AVI«O;CESSNA AIRCRAFT;182D;PIST«O;1;1159;4;1962;BRASIL;TPP;PARTICULAR;****;****;NAVEGAÄ«O A BAIXA ALTURA;PRIVADA;SUBSTANCIAL;0;30/07/2016
14547;50349;PUTBH;3992;ULTRALEVE;***;ADVENTURE;PIST«O;1;420;2;2005;BRASIL;PET;EXPERIMENTAL;****;****;MANOBRA;EXPERIMENTAL;SUBSTANCIAL;2;30/07/2016
14627;48630;PTBCR;258;AVI«O;PIPER AIRCRAFT;PA-22-135;PIST«O;1;885;4;1954;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;DESTRU÷DA;0;30/07/2016
14628;48652;PRDJC;3992;HELIC‡PTERO;EUROCOPTER FRANCE;EC 130 B4;TURBOEIXO;1;2427;7;2003;BRASIL;TPP;PARTICULAR;****;****;OUTRA FASE;PRIVADA;SUBSTANCIAL;0;30/07/2016
14631;48656;PRDTX;384;AVI«O;CESSNA AIRCRAFT;A188B;PIST«O;1;1497;1;1976;BRASIL;SAE-AG;AGR÷COLA;SWLC;SWLC;ESPECIALIZADA;AGR÷COLA;NENHUM;0;30/07/2016
14632;48657;PULJR;3992;ULTRALEVE;***;SEAMAX M22;PIST«O;1;600;2;2009;BRASIL;PET;EXPERIMENTAL;****;****;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14633;48658;PPXLR;3992;ANF÷BIO;JOHN SEELY;COMPAIR 8 ANFHIBIAN;PIST«O;1;3084;8;2006;BRASIL;PET;EXPERIMENTAL;****;****;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;2;30/07/2016
14637;48662;PTEFI;5012;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;PIST«O;1;1633;7;1976;BRASIL;TPX;TµXI AêREO;SIAJ;SBPS;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
14645;48727;PRHRZ;3992;HELIC‡PTERO;BELL HELICOPTER;212;TURBOEIXO;2;5080;15;1971;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;2;30/07/2016
14646;48729;PUCBR;3992;ULTRALEVE;***;JABIRU J250;PIST«O;1;700;2;2008;BRASIL;PET;EXPERIMENTAL;****;****;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14647;48731;PUTHG;3992;ULTRALEVE;TARSO GOROZEVSKI;CORSARIO MK5;PIST«O;1;550;2;2011;BRASIL;PET;EXPERIMENTAL;****;****;POUSO;EXPERIMENTAL;LEVE;0;30/07/2016
14660;48772;PTRXY;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;PIST«O;1;1315;4;1985;BRASIL;TPP;PARTICULAR;SNAX;SBML;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14662;48801;PUMIM;3992;ULTRALEVE;***;FOX II;PIST«O;1;360;2;1988;BRASIL;PET;EXPERIMENTAL;****;****;CIRCUITO DE TRµFEGO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14662;48793;PUMIM;3992;ULTRALEVE;***;FOX II;PIST«O;1;360;2;1988;BRASIL;PET;EXPERIMENTAL;****;****;APROXIMAÄ«O FINAL;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14663;48795;PRAPH;2440;AVI«O;PIPER AIRCRAFT;PA-32-300;PIST«O;1;1542;7;1979;BRASIL;TPX;TµXI AêREO;SBBE;SISO;NAVEGAÄ«O A BAIXA ALTURA;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
14665;48797;PTSUL;423;AVI«O;AIR TRACTOR;AT-502B;TURBOêLICE;1;3629;1;2012;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;DESTRU÷DA;0;30/07/2016
14666;51003;PTISH;3992;AVI«O;PIPER AIRCRAFT;PA-34-200;PIST«O;2;1905;7;1973;BRASIL;TPP;PARTICULAR;****;SWFN;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14666;48799;PTISH;3992;AVI«O;PIPER AIRCRAFT;PA-34-200;PIST«O;2;1905;7;1973;BRASIL;TPP;PARTICULAR;SWFN;SWBR;POUSO;PRIVADA;LEVE;0;30/07/2016
14685;48878;PPJGO;3992;AVI«O;BEECH AIRCRAFT;58;PIST«O;2;2449;6;1981;BRASIL;TPP;PARTICULAR;SBAU;****;ARREMETIDA NO SOLO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14687;48881;PRWIL;3992;AVI«O;CIRRUS DESIGN;SR20;PIST«O;1;1361;4;2006;BRASIL;TPP;PARTICULAR;SBBU;SDRS;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14688;48883;PRBAP;4128;AVI«O;CESSNA AIRCRAFT;210N;PIST«O;1;1724;6;1979;BRASIL;TPX;TµXI AêREO;SWNF;SWEN;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
14732;49053;PRDCM;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44 II;PIST«O;1;1134;4;2010;BRASIL;TPP;PARTICULAR;****;****;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
14734;49113;PRRGM;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44 II;PIST«O;1;1134;4;2009;BRASIL;TPP;PARTICULAR;SBPR;SJLY;DECOLAGEM;PRIVADA;NENHUM;0;30/07/2016
14735;49115;PTWQK;1815;AVI«O;CESSNA AIRCRAFT;T188C;PIST«O;1;1996;1;1979;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
14736;49116;PROKK;3992;AVI«O;RAYTHEON AIRCRAFT;58;PIST«O;2;2449;6;1975;BRASIL;TPP;PARTICULAR;SBEG;SWYN;DECOLAGEM;PRIVADA;DESTRU÷DA;6;30/07/2016
14738;49118;PTPPJ;4188;AVI«O;GIPPSLAND;GA200C;PIST«O;1;1315;2;1999;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
14740;49120;PRKEX;3992;AVI«O;HAWKER BEECHCRAFT;G36;PIST«O;1;1656;6;2006;BRASIL;TPP;PARTICULAR;****;****;INDETERMINADA;PRIVADA;DESTRU÷DA;2;30/07/2016
14742;49122;PTOCO;181;AVI«O;PIPER AIRCRAFT;PA-28R-201;PIST«O;1;1247;4;1990;BRASIL;PRI;INSTRUÄ«O;SIXE;SBPK;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
14746;49152;PTDPU;1395;AVI«O;PIPER AIRCRAFT;PA-28-140;PIST«O;1;975;4;1970;BRASIL;PRI;INSTRUÄ«O;SDUN;SBJF;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
14747;49154;PRXXX1;1657;AVI«O;CESSNA AIRCRAFT;210;PIST«O;1;1720;0;0;BRASIL;TPP;PARTICULAR;****;****;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14748;49155;PUFCN;3992;ULTRALEVE;TECNAM CONSTRUZIONI AERONAUTICHE;P 2002 SIERRA;PIST«O;1;600;1;2006;BRASIL;PET;EXPERIMENTAL;****;****;POUSO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14755;49194;PRMIL;4159;HELIC‡PTERO;SCHWEIZER;269C-1;PIST«O;1;794;2;2007;BRASIL;ADE;ADMINISTRAÄ«O DIRETA;****;****;MANOBRA;POLICIAL;SUBSTANCIAL;0;30/07/2016
14756;49233;PTLKG;3992;AVI«O;BEECH AIRCRAFT;58;PIST«O;2;2449;6;1982;BRASIL;TPP;PARTICULAR;SBJD;SSBT;DECOLAGEM;PRIVADA;DESTRU÷DA;4;30/07/2016
14757;49237;PTRHI;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;PIST«O;1;1315;4;1980;BRASIL;TPP;PARTICULAR;SNZU;SNEB;CIRCUITO DE TRµFEGO;PRIVADA;DESTRU÷DA;1;30/07/2016
14783;52947;PTJCC;3992;AVI«O;CESSNA AIRCRAFT;210L;PIST«O;1;1724;6;1973;BRASIL;TPP;PARTICULAR;SBRJ;SBPR;DESCIDA;PRIVADA;DESTRU÷DA;0;30/07/2016
14816;49454;PRIVE;3992;HELIC‡PTERO;EUROCOPTER FRANCE;EC 120 B;TURBOEIXO;1;1715;5;2007;BRASIL;TPP;PARTICULAR;SBMT;SBMT;DESCIDA;PRIVADA;SUBSTANCIAL;0;30/07/2016
14817;49472;PRDUH;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44 II;PIST«O;1;1134;4;2011;BRASIL;TPP;PARTICULAR;SDEN;SDEN;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
14821;49478;PUJJG;3992;ULTRALEVE;***;AGUIA JA;PIST«O;1;550;0;0;BRASIL;PET;EXPERIMENTAL;****;****;CHEQUE DE MOTOR OU ROTOR;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14822;49479;PUFFF;3992;ULTRALEVE;***;PELICAN 500BR;PIST«O;1;600;2;2005;BRASIL;PET;EXPERIMENTAL;****;****;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14823;49493;PPJLS;3992;AVI«O;HAWKER BEECHCRAFT;G58;PIST«O;2;2495;6;2007;BRASIL;TPP;PARTICULAR;SBRP;SDJO;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14826;49513;PTCQR;3992;AVI«O;CESSNA AIRCRAFT;172G;PIST«O;1;1043;4;1966;BRASIL;TPP;PARTICULAR;SNKN;SNJO;CRUZEIRO;PRIVADA;NENHUM;0;30/07/2016
14865;49591;PRPME;3992;AVI«O;PIPER AIRCRAFT;PA-34-220T;PIST«O;2;2155;6;2011;BRASIL;TPP;PARTICULAR;SNPJ;****;CRUZEIRO;PRIVADA;LEVE;0;30/07/2016
14866;49592;PTJQP;3992;AVI«O;BEECH AIRCRAFT;A36;PIST«O;1;1633;6;1974;BRASIL;TPP;PARTICULAR;****;SBDN;DECOLAGEM;PRIVADA;DESTRU÷DA;0;30/07/2016
14867;49593;PTHUE;1633;HELIC‡PTERO;BELL HELICOPTER;206B;TURBOEIXO;1;1451;5;1988;BRASIL;TPX;TµXI AêREO;****;****;CRUZEIRO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
14871;49614;PUDJB;3992;ULTRALEVE;***;KR-2S;PIST«O;1;550;2;2009;BRASIL;PET;EXPERIMENTAL;****;****;CORRIDA AP‡S POUSO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
14875;49618;PTFJA;3799;AVI«O;CESSNA AIRCRAFT;525;JATO;2;4717;8;1999;BRASIL;TPX;TµXI AêREO;****;****;DECOLAGEM;TµXI AêREO;LEVE;0;30/07/2016
14876;49619;PPGFN;170;AVI«O;AERO BOERO;AB-180;PIST«O;1;844;2;1992;BRASIL;PRI;INSTRUÄ«O;SSKZ;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
14899;49651;PRJBA;220;AVI«O;CESSNA AIRCRAFT;152;PIST«O;1;757;2;1979;BRASIL;PRI;INSTRUÄ«O;SDMC;SDMC;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;1;30/07/2016
14903;49671;PRMOB;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44 II;PIST«O;1;1134;4;2010;BRASIL;TPP;PARTICULAR;SBBR;****;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
14906;49691;PRORB;5588;AVI«O;TWIN COMMANDER;690B;TURBOêLICE;2;4683;8;1979;BRASIL;SAE;ESPECIALIZADA;****;****;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
14954;49792;PTHTU;3992;HELIC‡PTERO;BELL HELICOPTER;206B;TURBOEIXO;1;1452;5;1974;BRASIL;TPP;PARTICULAR;SDEY;SDEY;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
14959;49814;PPEPA;4604;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PIST«O;2;2155;6;1987;BRASIL;ADE;ADMINISTRAÄ«O DIRETA;SBBH;SNKF;CORRIDA AP‡S POUSO;PRIVADA;LEVE;0;30/07/2016
14971;49876;PTOVB;19;AVI«O;PIPER AIRCRAFT;PA-31T1;TURBOêLICE;2;3946;6;1981;BRASIL;TPX;TµXI AêREO;SIAQ;SWYP;CRUZEIRO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
14973;49880;PTYSS;2496;HELIC‡PTERO;HELIBRAS;AS 350 B2;TURBOEIXO;1;2250;6;1997;BRASIL;M14;MÈLTIPLA;SNBX;SNBX;CRUZEIRO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
14975;49892;PTUIU;5109;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;1994;BRASIL;SAE;ESPECIALIZADA;****;****;ESPECIALIZADA;PRIVADA;SUBSTANCIAL;0;30/07/2016
14976;49911;PUSNX;3992;ULTRALEVE;SONEX LTDA;SONEX;PIST«O;1;300;2;2002;BRASIL;PET;EXPERIMENTAL;****;****;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;1;30/07/2016
14977;49931;PTKEN;3992;AVI«O;CESSNA AIRCRAFT;310Q;PIST«O;2;2404;6;1974;BRASIL;TPP;PARTICULAR;****;****;TµXI;PRIVADA;SUBSTANCIAL;0;30/07/2016
14978;49932;PPGGH;237;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;SSAQ;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
14979;49933;PRHOA;2454;HELIC‡PTERO;ROBINSON HELICOPTER;R44;PIST«O;1;1088;4;1999;BRASIL;M14;MÈLTIPLA;****;****;DECOLAGEM;TµXI AêREO;LEVE;0;30/07/2016
14981;49935;PUVAL;3992;ULTRALEVE;***;VIMANA R-12;PIST«O;1;506;2;1998;BRASIL;PET;EXPERIMENTAL;****;****;CORRIDA AP‡S POUSO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
15011;50053;PTBXE;3992;AVI«O;BEECH AIRCRAFT;23;PIST«O;1;1043;4;1963;BRASIL;TPP;PARTICULAR;SSAY;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
15012;50091;PTNKO;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1977;BRASIL;TPP;PARTICULAR;SSIE;SSZF;DESCIDA;PRIVADA;SUBSTANCIAL;5;30/07/2016
15015;50095;PREKN;4780;HELIC‡PTERO;EUROCOPTER DEUTSCHLAND;BK 117 C-2;TURBOEIXO;2;3585;11;2013;BRASIL;ADE;ADMINISTRAÄ«O DIRETA;****;****;POUSO;POLICIAL;LEVE;0;30/07/2016
15017;50097;PRGGY;5106;AVI«O;BOEING COMPANY;737-8EH;JATO;2;70533;193;2010;BRASIL;TPR;REGULAR;****;****;POUSO;REGULAR;NENHUM;0;30/07/2016
15027;50131;PTUDG;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;1987;BRASIL;TPP;PARTICULAR;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
15028;50132;PREAG;3992;AVI«O;PIPER AIRCRAFT;PA-34-220T;PIST«O;2;2155;6;2007;BRASIL;TPP;PARTICULAR;SDTK;SBMT;SUBIDA;PRIVADA;DESTRU÷DA;3;30/07/2016
15033;51568;PTRUB;4857;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PIST«O;2;2155;6;1983;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
15038;50233;PUFSC;3992;ULTRALEVE;FABIANO COSTA;AGUIAII;PIST«O;1;550;2;2005;BRASIL;PET;EXPERIMENTAL;****;****;CORRIDA AP‡S POUSO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
15039;50234;PUZRM;3992;ULTRALEVE;SERGIO MAURO;CP-750 BERYL;PIST«O;1;750;2;1991;BRASIL;PET;EXPERIMENTAL;****;****;TµXI;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
15040;50236;PUSPE;3992;ULTRALEVE;***;PETREL;PIST«O;1;500;2;2007;BRASIL;PET;EXPERIMENTAL;****;****;APROXIMAÄ«O FINAL;EXPERIMENTAL;SUBSTANCIAL;1;30/07/2016
15042;50239;PTOAT;3992;AVI«O;BEECH AIRCRAFT;V35B;PIST«O;1;1542;6;1980;BRASIL;TPP;PARTICULAR;SJFR;SWJN;APROXIMAÄ«O FINAL;PRIVADA;SUBSTANCIAL;0;30/07/2016
15043;50240;PTUHX;4497;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;1993;BRASIL;SAE-AG;AGR÷COLA;****;****;OUTRA FASE;AGR÷COLA;NENHUM;1;30/07/2016
15044;50245;PTUIP;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1550;1;1994;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
15046;50248;PTKGT;3992;AVI«O;CESSNA AIRCRAFT;182P;PIST«O;1;1338;4;1974;BRASIL;TPP;PARTICULAR;SWKF;SDTI;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
15048;50252;PTGPJ;95;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201;PIST«O;1;1800;1;1976;BRASIL;SAE-AG;AGR÷COLA;SSRZ;SSRZ;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
15049;50253;PTUVK;2585;AVI«O;EMBRAER;EMB-202A;PIST«O;1;1800;1;2008;BRASIL;SAE-AG;AGR÷COLA;****;****;NAVEGAÄ«O A BAIXA ALTURA;AGR÷COLA;SUBSTANCIAL;1;30/07/2016
15050;52552;PRAXK;930;AVI«O;EMBRAER;ERJ 190-200 IGW;JATO;2;52290;125;2012;BRASIL;TPR;REGULAR;SBCF;SBPS;POUSO;REGULAR;NENHUM;0;30/07/2016
15062;50313;PTRDP;4368;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;7;1980;BRASIL;TPX;TµXI AêREO;SBJI;SSKW;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
15063;50314;PRGPM;4155;HELIC‡PTERO;HELIBRAS;AS 350 B2;TURBOEIXO;1;2250;6;2006;BRASIL;ADE;ADMINISTRAÄ«O DIRETA;****;****;APROXIMAÄ«O FINAL;POLICIAL;SUBSTANCIAL;0;30/07/2016
15064;50315;PPGNQ;237;AVI«O;AERO BOERO;AB-180;PIST«O;1;844;2;1993;BRASIL;PRI;INSTRUÄ«O;SSAQ;SBPF;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
15065;50317;PRUBJ;3992;AVI«O;CESSNA AIRCRAFT;A188B;PIST«O;1;1497;1;1976;BRASIL;SAE-AG;AGR÷COLA;SDVI;SDVI;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
15069;50321;PRYCJ;822;HELIC‡PTERO;MD HELICOPTERS;600N;TURBOEIXO;1;1860;7;2007;BRASIL;TPX;TµXI AêREO;SIJZ;SNMD;CRUZEIRO;TµXI AêREO;DESTRU÷DA;0;30/07/2016
15071;50324;PPCTD;1260;AVI«O;PIPER AIRCRAFT;PA-25-235;PIST«O;1;1315;1;1965;BRASIL;SAE-AG;AGR÷COLA;SSOL;****;CIRCUITO DE TRµFEGO;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
15073;50331;PRBMS;3992;AVI«O;AIR TRACTOR;AT-402A;TURBOêLICE;1;3175;1;2004;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
15078;50337;PRMXM;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R66;TURBOEIXO;1;1225;5;2012;BRASIL;TPP;PARTICULAR;SBJR;SIWS;CRUZEIRO;PRIVADA;DESTRU÷DA;1;30/07/2016
15079;50339;PTVTI;476;AVI«O;EMBRAER;EMB-202A;PIST«O;1;1800;1;2011;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
15080;50341;PPGIJ;229;AVI«O;AERO BOERO;AB-180;PIST«O;1;844;3;1992;BRASIL;PRI;INSTRUÄ«O;SSPL;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
15083;50344;PRAGT;3992;AVI«O;SOCATA;TBM700B;TURBOêLICE;1;2984;6;2002;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
15084;50346;PTRPS;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;PIST«O;1;1315;4;1983;BRASIL;TPP;PARTICULAR;SWPZ;SIQE;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
15086;50348;N53EX;3992;AVI«O;EXTRA-FLUGZEUGBAU;EA 300/L;***;1;0;0;2006;ESTADOS UNIDOS;PEX;EXPERIMENTAL;****;****;MANOBRA;EXPERIMENTAL;DESTRU÷DA;1;30/07/2016
15088;50352;PUMED;3992;ULTRALEVE;FLYER INDUSTRIA AERONAUTICA LTDA;RV-6A;PIST«O;1;641;2;2007;BRASIL;PET;EXPERIMENTAL;****;****;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;1;30/07/2016
15089;50353;PUTDE;3992;ULTRALEVE;TRIKE ICAROS LTDA;ADVENTURE;PIST«O;1;420;2;2008;BRASIL;PET;EXPERIMENTAL;****;****;POUSO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
