codigo_aeronave;codigo_ocorrencia;matricula;codigo_operador;equipamento;fabricante;modelo;tipo_motor;quantidade_motores;peso_maximo_decolagem;quantidade_assentos;ano_fabricacao;pais_registro;categoria_registro;categoria_aviacao;origem_voo;destino_voo;fase_operacao;tipo_operacao;nivel_dano;quantidade_fatalidades;dia_extracao
4;45602;PPGXE;241;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-C;PIST«O;1;660;2;1962;BRASIL;PRI;INSTRUÄ«O;SDPW;SDPW;INDETERMINADA;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
40;53551;PPGSZ;160;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-C;PIST«O;1;660;2;1960;BRASIL;PRI;INSTRUÄ«O;SBBP;SBBP;DECOLAGEM;INSTRUÄ«O;LEVE;0;30/07/2016
118;43721;PTCMT;1232;AVI«O;BEECH AIRCRAFT;95-B55;PIST«O;2;2310;6;1966;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
130;35556;PTEQI;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;PIST«O;1;1633;6;1979;BRASIL;TPP;PARTICULAR;SNDU;SBSL;CORRIDA AP‡S POUSO;PRIVADA;LEVE;0;30/07/2016
191;32579;PPVMM;4365;AVI«O;BOEING COMPANY;737-241;JATO;2;52389;117;1975;BRASIL;TPR;REGULAR;****;****;SUBIDA;REGULAR;NENHUM;0;30/07/2016
206;38376;PTKDW;3992;AVI«O;CESSNA AIRCRAFT;182P;PIST«O;1;1338;4;1974;BRASIL;TPP;PARTICULAR;SJCY;SIBX;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
213;50332;PTNOE;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1977;BRASIL;TPP;PARTICULAR;SSCT;SBMG;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
221;51531;PTIZV;283;AVI«O;PIPER AIRCRAFT;PA-28-140;PIST«O;1;884;2;1973;BRASIL;PRI;INSTRUÄ«O;SBMT;SBMT;MANOBRA;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
248;35675;PTHML;4158;HELIC‡PTERO;HELIBRAS;HB-350B;TURBOEIXO;1;1950;6;1983;BRASIL;ADE;ADMINISTRAÄ«O DIRETA;SBFL;****;PAIRADO;POLICIAL;NENHUM;0;30/07/2016
248;48012;PTHML;2486;HELIC‡PTERO;HELIBRAS;HB-350B;TURBOEIXO;1;1950;6;1983;BRASIL;M14;MÈLTIPLA;****;****;APROXIMAÄ«O FINAL;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
252;34650;PTRMP;3175;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;7;1982;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;NENHUM;0;30/07/2016
252;27410;PTRMP;3175;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;7;1982;BRASIL;TPX;TµXI AêREO;****;****;INDETERMINADA;TµXI AêREO;***;0;30/07/2016
256;49451;PPKBP;161;AVI«O;XAVANTE;A-122-B;PIST«O;1;840;2;1978;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
256;46448;PPKBP;161;AVI«O;XAVANTE;A-122-B;PIST«O;1;840;2;1978;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;NENHUM;0;30/07/2016
267;53433;PTIKF;3992;AVI«O;PIPER AIRCRAFT;PA-28R-200;PIST«O;1;1179;4;1973;BRASIL;TPP;PARTICULAR;SSXO;SSXO;APROXIMAÄ«O FINAL;PRIVADA;SUBSTANCIAL;0;30/07/2016
268;37535;PPFGK;212;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1988;BRASIL;PRI;INSTRUÄ«O;****;****;ARREMETIDA NO SOLO;INSTRUÄ«O;LEVE;0;30/07/2016
275;51052;PTCVP;1732;AVI«O;PIPER AIRCRAFT;PA-30;PIST«O;2;1633;6;1966;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
287;26559;PPVNY;5106;AVI«O;BOEING COMPANY;737-3K9;JATO;2;61234;142;1990;BRASIL;TPR;REGULAR;****;****;INDETERMINADA;REGULAR;***;0;30/07/2016
294;43628;PTEHG;49;AVI«O;EMBRAER;EMB-820C NAVAJO;PIST«O;2;3175;10;1976;BRASIL;TPX;TµXI AêREO;SBSV;SDLO;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
294;35495;PTEHG;49;AVI«O;EMBRAER;EMB-820C NAVAJO;PIST«O;2;3175;10;1976;BRASIL;TPX;TµXI AêREO;****;****;POUSO;TµXI AêREO;NENHUM;0;30/07/2016
301;53325;PPGKX;231;AVI«O;PIPER AIRCRAFT;PA-18;PIST«O;1;680;2;1951;BRASIL;PRI;INSTRUÄ«O;SSNH;SSNH;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
337;45089;PTLJJ;3992;AVI«O;CESSNA AIRCRAFT;550;JATO;2;6033;10;1981;BRASIL;TPP;PARTICULAR;SBBH;SNJM;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
350;30658;PTLLR;2309;AVI«O;BEECH AIRCRAFT;C90;TURBOêLICE;2;4377;10;1981;BRASIL;TPX;TµXI AêREO;****;****;DESCIDA;TµXI AêREO;NENHUM;0;30/07/2016
352;31129;PTKAA;1289;AVI«O;PIPER AIRCRAFT;PA-28-140;PIST«O;1;975;4;1974;BRASIL;PRI;INSTRUÄ«O;SBSV;SNVR;DECOLAGEM;INSTRUÄ«O;DESTRU÷DA;2;30/07/2016
442;44553;PTRAT;5193;AVI«O;EMBRAER;EMB-820C NAVAJO;PIST«O;2;3175;10;1980;BRASIL;TPX;TµXI AêREO;****;****;CRUZEIRO;TµXI AêREO;NENHUM;0;30/07/2016
445;43725;PTPKD;161;PLANADOR;INDÈSTRIA PARANAENSE DE ESTRUTURAS;KW1;SEM TRAÄ«O;0;280;1;1983;BRASIL;PRI;INSTRUÄ«O;SWFR;SWFR;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
483;26679;PPFHU;176;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1989;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
505;29620;PTAOT;3992;AVI«O;CESSNA AIRCRAFT;182M;PIST«O;1;1271;4;1969;BRASIL;TPP;PARTICULAR;SWCW;SWFR;INDETERMINADA;PRIVADA;LEVE;0;30/07/2016
524;45830;PPFLS;315;AVI«O;AERO BOERO;AB-180;PIST«O;1;844;3;1990;BRASIL;PRI;INSTRUÄ«O;****;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
534;45891;PTVLU;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PIST«O;2;2155;6;1990;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
540;32377;PTOCV;4365;AVI«O;EMBRAER;EMB-110P1;TURBOêLICE;2;5670;21;1981;BRASIL;TPR;REGULAR;SBEG;SWCA;CORRIDA AP‡S POUSO;REGULAR;DESTRU÷DA;0;30/07/2016
559;34339;PPHRS;321;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-C-1;PIST«O;1;630;2;1969;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
566;40855;PTEUJ;3175;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;7;1979;BRASIL;TPX;TµXI AêREO;SWFN;SWMW;SUBIDA;TµXI AêREO;DESTRU÷DA;6;30/07/2016
576;47142;PTVAQ;2176;AVI«O;EMBRAER;EMB-820C CARAJA;TURBOêLICE;2;3629;10;1986;BRASIL;TPX;TµXI AêREO;SBBE;SBMD;CIRCUITO DE TRµFEGO;TµXI AêREO;SUBSTANCIAL;10;30/07/2016
588;34935;PTSEA;3440;AVI«O;EMBRAER;EMB-110P1;TURBOêLICE;2;5670;21;1981;BRASIL;TPX;TµXI AêREO;SWKO;SBEG;CRUZEIRO;TµXI AêREO;DESTRU÷DA;24;30/07/2016
598;52277;PTDLA;3992;AVI«O;CESSNA AIRCRAFT;177B;PIST«O;1;1134;4;1970;BRASIL;TPP;PARTICULAR;SBBI;SSOK;DECOLAGEM;PRIVADA;DESTRU÷DA;3;30/07/2016
601;52288;PPHGB;160;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1947;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
601;53117;PPHGB;160;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1947;BRASIL;PRI;INSTRUÄ«O;SBBP;SBBP;MANOBRA;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
635;48438;PTLPZ;3992;AVI«O;CESSNA AIRCRAFT;500;JATO;2;4921;7;1972;BRASIL;TPP;PARTICULAR;SDCO;SBMT;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
664;28093;PTDQL;3992;AVI«O;CESSNA AIRCRAFT;172L;PIST«O;1;1043;4;1971;BRASIL;TPP;PARTICULAR;****;****;INDETERMINADA;PRIVADA;DESTRU÷DA;2;30/07/2016
673;51441;PTJRS;3992;AVI«O;CESSNA AIRCRAFT;402B;PIST«O;2;2858;7;1974;BRASIL;TPP;PARTICULAR;SBCA;SNPJ;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
787;50251;PPGBR;299;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1991;BRASIL;PRI;INSTRUÄ«O;SBCY;SWLV;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
807;34495;PTNIQ;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1976;BRASIL;TPP;PARTICULAR;SSFE;SDFN;SUBIDA;PRIVADA;SUBSTANCIAL;0;30/07/2016
821;42251;PTRSO;4686;AVI«O;EMBRAER;EMB-810D;PIST«O;2;2155;7;1982;BRASIL;TPX;TµXI AêREO;****;****;DECOLAGEM;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
825;27935;PTISF;3992;AVI«O;PIPER AIRCRAFT;PA-34-200;PIST«O;2;1814;6;1972;BRASIL;TPP;PARTICULAR;****;****;INDETERMINADA;PRIVADA;DESTRU÷DA;3;30/07/2016
830;52288;PPGYB;160;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-B;PIST«O;1;660;2;1963;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;NENHUM;0;30/07/2016
830;52675;PPGYB;160;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-B;PIST«O;1;660;2;1963;BRASIL;PRI;INSTRUÄ«O;SBBP;SBBP;TµXI;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
839;31858;PPGCN;238;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1991;BRASIL;PRI;INSTRUÄ«O;SBPK;SBPK;CORRIDA AP‡S POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
889;38335;PTNKH;283;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1977;BRASIL;PRI;INSTRUÄ«O;SBMT;SDTB;POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
895;38280;PTLSO;3259;AVI«O;BEECH AIRCRAFT;C90;TURBOêLICE;2;4377;10;1978;BRASIL;TPX;TµXI AêREO;****;****;SUBIDA;TµXI AêREO;LEVE;0;30/07/2016
898;44336;PPGCT;158;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1991;BRASIL;PRI;INSTRUÄ«O;SSBL;SSBL;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
902;50713;PTKYP;165;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1940;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
902;34915;PTKYP;165;AVI«O;CIA AERONAUTICA PAULISTA;CAP-4;PIST«O;1;587;2;1940;BRASIL;PRI;INSTRUÄ«O;****;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
996;40213;PTDSO;3992;AVI«O;CESSNA AIRCRAFT;210K;PIST«O;1;1724;6;1970;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;LEVE;0;30/07/2016
996;44512;PTDSO;3992;AVI«O;CESSNA AIRCRAFT;210K;PIST«O;1;1724;6;1970;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
1012;53563;PTEJF;3992;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;6;1977;BRASIL;TPP;PARTICULAR;SBFZ;SNOG;DESCIDA;PRIVADA;NENHUM;0;30/07/2016
1059;49751;PPGJZ;299;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1059;40652;PPGJZ;299;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;NENHUM;0;30/07/2016
1059;31875;PPGJZ;299;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;***;0;30/07/2016
1146;27162;PPGLK;223;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;PRI;INSTRUÄ«O;****;****;INDETERMINADA;INSTRUÄ«O;***;0;30/07/2016
1163;51776;PTION;3992;AVI«O;CESSNA AIRCRAFT;177B;PIST«O;1;1134;4;1973;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;LEVE;0;30/07/2016
1171;43472;PTIUQ;5033;AVI«O;CESSNA AIRCRAFT;402B;PIST«O;2;2858;10;1973;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
1182;30535;PTJCY;935;AVI«O;CESSNA AIRCRAFT;310Q;PIST«O;2;2404;6;1973;BRASIL;TPX;TµXI AêREO;SNAL;SBSV;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
1184;50998;PTLJB;383;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;7;1979;BRASIL;TPX;TµXI AêREO;SSCL;SIFH;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
1188;36373;PTONN;3992;AVI«O;MAULE AIRCRAFT;M-7-235;PIST«O;1;1134;5;1991;BRASIL;TPP;PARTICULAR;****;****;DECOLAGEM;PRIVADA;LEVE;0;30/07/2016
1188;34539;PTONN;3992;AVI«O;MAULE AIRCRAFT;M-7-235;PIST«O;1;1134;5;1991;BRASIL;TPP;PARTICULAR;****;****;SUBIDA;PRIVADA;DESTRU÷DA;1;30/07/2016
1212;36874;PTEOO;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;PIST«O;1;1633;7;1977;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
1214;44705;PPGXB;160;AVI«O;NEIVA INDUSTRIA AERONAUTICA;56-C;PIST«O;1;660;2;1962;BRASIL;PRI;INSTRUÄ«O;SBBP;SBBP;CORRIDA AP‡S POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
1237;49798;PTVLO;617;AVI«O;EMBRAER;EMB-810D;PIST«O;2;2155;6;1990;BRASIL;TPX;TµXI AêREO;SBBW;SBCG;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
1278;27261;PTHNI;3175;HELIC‡PTERO;HELIBRAS;HB-350B;TURBOEIXO;1;1950;6;1990;BRASIL;TPX;TµXI AêREO;****;****;ARREMETIDA NO AR;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
1281;34502;PPGFC;2361;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;PRI;INSTRUÄ«O;****;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1281;45753;PPGFC;3992;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;TPP;PARTICULAR;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1297;48055;PPGMR;218;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;SBLO;****;POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
1297;44968;PPGMR;218;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;NENHUM;0;30/07/2016
1297;51025;PPGMR;218;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;SBLO;SBLO;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1297;45232;PPGMR;218;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1311;40370;PPGME;310;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;LEVE;0;30/07/2016
1325;32642;PTDRI;3992;AVI«O;BEECH AIRCRAFT;95-B55;PIST«O;2;2268;6;1971;BRASIL;TPP;PARTICULAR;SBRF;SBMO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
1334;47296;PTGFF;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201;PIST«O;1;1800;1;1974;BRASIL;TPP;PARTICULAR;****;****;INDETERMINADA;AGR÷COLA;DESTRU÷DA;1;30/07/2016
1335;38359;PPFJC;4151;HELIC‡PTERO;HELIBRAS;AS 350 BA;TURBOEIXO;1;2100;6;1988;BRASIL;ADD;ADMINISTRAÄ«O DIRETA;****;****;DECOLAGEM;POLICIAL;SUBSTANCIAL;0;30/07/2016
1336;45280;PTIOT;3984;AVI«O;CESSNA AIRCRAFT;210L;PIST«O;1;1724;6;1973;BRASIL;TPX;TµXI AêREO;****;****;CRUZEIRO;TµXI AêREO;DESTRU÷DA;1;30/07/2016
1341;53373;PPEJH;2349;HELIC‡PTERO;BELL HELICOPTER;206B;TURBOEIXO;1;1451;5;1992;BRASIL;ADE;ADMINISTRAÄ«O DIRETA;SBLO;SSOK;CORRIDA AP‡S POUSO;POLICIAL;SUBSTANCIAL;0;30/07/2016
1360;41789;PTBXQ;3992;AVI«O;CESSNA AIRCRAFT;182F;PIST«O;1;1270;4;1963;BRASIL;TPP;PARTICULAR;SBSL;SNOZ;SUBIDA;PRIVADA;SUBSTANCIAL;0;30/07/2016
1387;38495;PPGIO;212;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;PRI;INSTRUÄ«O;****;****;ARREMETIDA NO SOLO;INSTRUÄ«O;NENHUM;0;30/07/2016
1387;38659;PPGIO;3992;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;TPP;PARTICULAR;SBJF;SBJF;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
1393;40171;PPGBW;252;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1991;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1400;47339;PTHUW;3259;HELIC‡PTERO;BELL HELICOPTER;412;TURBOEIXO;2;5398;15;1988;BRASIL;TPX;TµXI AêREO;****;****;APROXIMAÄ«O FINAL;TµXI AêREO;DESTRU÷DA;0;30/07/2016
1453;36075;PPFLT;267;AVI«O;AERO BOERO;AB-180;PIST«O;1;844;3;1990;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
1490;45268;PPGLA;160;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;PRI;INSTRUÄ«O;SSPG;SDIM;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1503;50714;PTESI;3848;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2075;6;1978;BRASIL;TPX;TµXI AêREO;SBFZ;SNWC;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
1504;53149;PTJEE;3992;AVI«O;CESSNA AIRCRAFT;210L;PIST«O;1;1724;6;1973;BRASIL;TPP;PARTICULAR;SWII;SBTT;CIRCUITO DE TRµFEGO;PRIVADA;SUBSTANCIAL;0;30/07/2016
1518;44316;PTHNA;3175;HELIC‡PTERO;HELIBRAS;AS 355 F2;TURBOEIXO;2;2540;6;1988;BRASIL;TPX;TµXI AêREO;SWUQ;SBBV;DESCIDA;TµXI AêREO;DESTRU÷DA;3;30/07/2016
1570;44609;PTRPF;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711T;PIST«O;1;1247;4;1982;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;NENHUM;0;30/07/2016
1571;52945;PTBQD;3992;AVI«O;BEECH AIRCRAFT;N35;PIST«O;1;1550;6;1961;BRASIL;TPP;PARTICULAR;SJDX;SSIE;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
1586;26960;PTHQY;3963;HELIC‡PTERO;BELL HELICOPTER;206B;TURBOEIXO;1;1451;5;1983;BRASIL;TPX;TµXI AêREO;****;****;CRUZEIRO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
1588;29495;PTKUQ;3992;AVI«O;BEECH AIRCRAFT;35;PIST«O;1;1157;4;1947;BRASIL;TPP;PARTICULAR;SBQV;SNPA;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
1595;44078;PTVMG;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PIST«O;1;1633;7;1990;BRASIL;TPP;PARTICULAR;****;****;SUBIDA;PRIVADA;SUBSTANCIAL;0;30/07/2016
1629;41569;PTGRE;120;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;0;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
1633;31869;PTLEB;5179;AVI«O;LEARJET;35A;JATO;2;8301;10;1982;BRASIL;TPX;TµXI AêREO;SBRB;SBCZ;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
1650;31276;PPGPC;212;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1993;BRASIL;PRI;INSTRUÄ«O;SBJF;****;MANOBRA;INSTRUÄ«O;DESTRU÷DA;2;30/07/2016
1661;46873;PPGHE;239;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;MANOBRA;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1703;39316;PPGMH;158;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1992;BRASIL;PRI;INSTRUÄ«O;SSBL;SSRS;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1761;50916;PTEBM;3924;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;7;1976;BRASIL;TPX;TµXI AêREO;SDNQ;SWLB;TµXI;TµXI AêREO;LEVE;0;30/07/2016
1770;43459;PPGOZ;283;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1993;BRASIL;PRI;INSTRUÄ«O;SBMT;****;DECOLAGEM;INSTRUÄ«O;LEVE;0;30/07/2016
1770;41411;PPGOZ;283;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1993;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;LEVE;0;30/07/2016
1823;46439;PPGEH;317;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1991;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1823;35943;PPGEH;317;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1991;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1846;45866;PPGRZ;294;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1993;BRASIL;PRI;INSTRUÄ«O;****;****;ARREMETIDA NO AR;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1876;45272;PPFLK;182;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1990;BRASIL;PRI;INSTRUÄ«O;SSER;SSER;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1878;46755;PPGMB;259;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;3;1992;BRASIL;PRI;INSTRUÄ«O;****;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1896;39727;PTSOG;2240;AVI«O;EMBRAER;EMB-110P1;TURBOêLICE;2;5670;20;1991;BRASIL;TPX;TµXI AêREO;****;****;POUSO;TµXI AêREO;LEVE;0;30/07/2016
1899;38316;PPGOI;268;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1993;BRASIL;PRI;INSTRUÄ«O;SSSC;SSSC;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
1914;50980;PTUIB;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;1994;BRASIL;TPP;PARTICULAR;SBIH;SBEK;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;1;30/07/2016
1969;46581;PPZBI;3992;ULTRALEVE;***;EAGLE II;PIST«O;1;525;2;1987;BRASIL;PET;EXPERIMENTAL;****;****;MANOBRA;EXPERIMENTAL;DESTRU÷DA;2;30/07/2016
1986;52948;PPFLD;279;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1990;BRASIL;PRI;INSTRUÄ«O;SBSJ;SBSJ;POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
2002;27812;PTHBJ;4186;HELIC‡PTERO;BELL HELICOPTER;206B;TURBOEIXO;1;1451;5;1968;BRASIL;TPX;TµXI AêREO;****;****;DECOLAGEM;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
2007;36842;PTIOH;5193;AVI«O;CESSNA AIRCRAFT;310Q;PIST«O;2;2404;6;1992;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;LEVE;0;30/07/2016
2025;46259;PTVEH;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PIST«O;2;2155;6;1987;BRASIL;TPP;PARTICULAR;****;****;CORRIDA AP‡S POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
