codigo_ocorrencia,mes,ano,dia_semana,hora,codigo_tempo
45065, 9, 2011, 7, 23,2011/09/10 23:00:00.000
45070, 9, 2011, 2, 12,2011/09/19 12:00:00.000
45071, 9, 2011, 7, 19,2011/09/17 19:00:00.000
45072, 9, 2011, 7, 15,2011/09/17 15:00:00.000
45087, 10, 2011, 6, 8,2011/10/07 08:00:00.000
45088, 10, 2011, 7, 23,2011/10/01 23:00:00.000
45089, 10, 2011, 6, 20,2011/10/07 20:00:00.000
45090, 9, 2011, 2, 15,2011/09/12 15:00:00.000
45091, 10, 2011, 3, 17,2011/10/04 17:00:00.000
45094, 9, 2011, 5, 20,2011/09/29 20:00:00.000
45096, 10, 2011, 6, 14,2011/10/07 14:00:00.000
45098, 9, 2011, 7, 14,2011/09/17 14:00:00.000
45100, 9, 2011, 2, 19,2011/09/12 19:00:00.000
45102, 8, 2011, 6, 17,2011/08/26 17:00:00.000
45127, 10, 2011, 1, 19,2011/10/09 19:00:00.000
45128, 8, 2011, 7, 21,2011/08/27 21:00:00.000
45151, 10, 2011, 1, 19,2011/10/09 19:00:00.000
45153, 10, 2011, 3, 13,2011/10/11 13:00:00.000
45167, 11, 2011, 3, 9,2011/11/01 09:00:00.000
45168, 11, 2010, 2, 18,2010/11/08 18:00:00.000
45169, 11, 2011, 3, 19,2011/11/01 19:00:00.000
45187, 10, 2011, 3, 19,2011/10/18 19:00:00.000
45188, 10, 2011, 6, 20,2011/10/21 20:00:00.000
45210, 10, 2011, 1, 19,2011/10/30 19:00:00.000
45211, 11, 2011, 7, 17,2011/11/05 17:00:00.000
45212, 10, 2011, 7, 16,2011/10/22 16:00:00.000
45213, 10, 2011, 1, 14,2011/10/16 15:00:00.000
45215, 10, 2011, 6, 13,2011/10/14 13:00:00.000
45217, 10, 2011, 3, 21,2011/10/25 21:00:00.000
45218, 10, 2011, 1, 18,2011/10/30 18:00:00.000
45222, 8, 2011, 1, 11,2011/08/21 11:00:00.000
45222, 8, 2011, 1, 11,2011/08/21 11:00:00.000
45228, 8, 2011, 6, 19,2011/08/19 19:00:00.000
45232, 11, 2011, 5, 21,2011/11/24 21:00:00.000
45233, 11, 2011, 6, 22,2011/11/25 22:00:00.000
45235, 11, 2011, 1, 12,2011/11/27 12:00:00.000
45237, 12, 2011, 2, 19,2011/12/05 19:00:00.000
45238, 11, 2011, 7, 21,2011/11/12 21:00:00.000
45247, 11, 2011, 4, 13,2011/11/30 13:00:00.000
45250, 12, 2011, 6, 16,2011/12/09 16:00:00.000
45251, 12, 2011, 7, 11,2011/12/10 11:00:00.000
45252, 12, 2011, 5, 23,2011/12/08 23:00:00.000
45267, 11, 2011, 7, 20,2011/11/12 20:00:00.000
45268, 11, 2011, 1, 18,2011/11/20 18:00:00.000
45269, 11, 2011, 6, 15,2011/11/11 15:00:00.000
45270, 11, 2011, 1, 19,2011/11/20 19:00:00.000
45271, 11, 2011, 4, 21,2011/11/02 21:00:00.000
45272, 12, 2011, 4, 11,2011/12/21 11:00:00.000
45273, 12, 2011, 4, 13,2011/12/21 13:00:00.000
45274, 11, 2011, 1, 12,2011/11/27 12:00:00.000
45277, 11, 2011, 1, 10,2011/11/27 10:00:00.000
45279, 11, 2011, 7, 14,2011/11/26 14:00:00.000
45280, 11, 2011, 3, 16,2011/11/22 16:00:00.000
45282, 11, 2011, 7, 12,2011/11/26 12:00:00.000
45284, 12, 2011, 6, 15,2011/12/02 15:00:00.000
45285, 11, 2011, 4, 13,2011/11/30 13:00:00.000
45286, 11, 2011, 2, 22,2011/11/14 22:00:00.000
45288, 12, 2011, 3, 19,2011/12/20 19:00:00.000
45290, 10, 2011, 1, 13,2011/10/02 13:00:00.000
45291, 12, 2011, 6, 17,2011/12/30 17:00:00.000
45292, 12, 2011, 2, 21,2011/12/26 21:00:00.000
45307, 10, 2011, 5, 19,2011/10/27 19:00:00.000
45310, 9, 2011, 4, 3,2011/09/28 03:00:00.000
45311, 12, 2011, 7, 13,2011/12/24 13:00:00.000
45312, 10, 2011, 2, 17,2011/10/17 17:00:00.000
45329, 1, 2011, 5, 12,2011/01/06 12:00:00.000
45331, 1, 2012, 6, 13,2012/01/06 13:00:00.000
45332, 1, 2012, 2, 13,2012/01/09 13:00:00.000
45333, 1, 2012, 6, 13,2012/01/06 13:00:00.000
45390, 1, 2012, 6, 21,2012/01/20 21:00:00.000
45391, 1, 2012, 1, 16,2012/01/08 16:00:00.000
45392, 1, 2012, 5, 21,2012/01/19 21:00:00.000
45393, 1, 2012, 1, 20,2012/01/22 20:00:00.000
45396, 1, 2012, 4, 11,2012/01/11 11:00:00.000
45397, 1, 2012, 1, 19,2012/01/22 19:00:00.000
45399, 1, 2012, 4, 17,2012/01/18 17:00:00.000
45400, 1, 2012, 7, 14,2012/01/21 14:00:00.000
45401, 1, 2012, 6, 17,2012/01/06 17:00:00.000
45403, 7, 2011, 7, 20,2011/07/30 20:00:00.000
45407, 1, 2012, 6, 16,2012/01/06 16:00:00.000
45408, 1, 2012, 4, 13,2012/01/11 13:00:00.000
45409, 1, 2012, 7, 10,2012/01/14 10:00:00.000
45410, 1, 2012, 7, 22,2012/01/21 22:00:00.000
45412, 1, 2012, 2, 9,2012/01/23 09:00:00.000
45413, 1, 2012, 4, 22,2012/01/25 22:00:00.000
45414, 1, 2012, 3, 18,2012/01/31 18:00:00.000
45415, 1, 2012, 2, 13,2012/01/30 13:00:00.000
45417, 1, 2012, 3, 14,2012/01/31 14:00:00.000
45466, 2, 2012, 1, 19,2012/02/12 19:00:00.000
45487, 2, 2012, 5, 12,2012/02/16 12:00:00.000
45490, 2, 2012, 7, 11,2012/02/25 11:00:00.000
45522, 2, 2012, 2, 21,2012/02/27 21:00:00.000
45523, 2, 2012, 6, 21,2012/02/24 21:00:00.000
45524, 2, 2012, 3, 16,2012/02/07 16:00:00.000
45525, 2, 2012, 5, 21,2012/02/02 21:00:00.000
45526, 3, 2012, 6, 12,2012/03/02 12:00:00.000
45527, 2, 2012, 6, 11,2012/02/24 11:00:00.000
45528, 2, 2012, 4, 1,2012/02/08 01:00:00.000
45529, 12, 2011, 4, 16,2011/12/21 16:00:00.000
45553, 10, 2011, 1, 19,2011/10/16 20:00:00.000
45554, 11, 2011, 3, 2,2011/11/15 02:00:00.000
45564, 2, 2012, 4, 9,2012/02/08 09:00:00.000
45569, 2, 2012, 6, 10,2012/02/24 10:00:00.000
45570, 2, 2012, 4, 11,2012/02/29 11:00:00.000
45571, 2, 2012, 5, 13,2012/02/23 13:00:00.000
45572, 2, 2012, 2, 20,2012/02/06 20:00:00.000
45573, 2, 2012, 3, 10,2012/02/28 10:00:00.000
45576, 11, 2011, 4, 15,2011/11/16 15:00:00.000
45579, 1, 2012, 7, 18,2012/01/28 18:00:00.000
45580, 2, 2012, 3, 14,2012/02/07 14:00:00.000
45582, 1, 2012, 6, 17,2012/01/20 17:00:00.000
45584, 2, 2012, 1, 15,2012/02/19 15:00:00.000
45585, 2, 2012, 4, 21,2012/02/08 21:00:00.000
45586, 2, 2012, 4, 13,2012/02/15 13:00:00.000
45587, 2, 2012, 1, 20,2012/02/05 20:00:00.000
45588, 2, 2012, 3, 20,2012/02/07 20:00:00.000
45589, 3, 2012, 6, 17,2012/03/02 17:00:00.000
45594, 3, 2012, 4, 10,2012/03/07 10:00:00.000
45596, 3, 2012, 3, 12,2012/03/06 12:00:00.000
45597, 3, 2012, 2, 14,2012/03/12 14:00:00.000
45598, 2, 2012, 2, 15,2012/02/20 15:00:00.000
45599, 2, 2012, 2, 19,2012/02/27 19:00:00.000
45600, 3, 2012, 3, 20,2012/03/13 20:00:00.000
45602, 6, 2011, 3, 20,2011/06/14 20:00:00.000
45618, 3, 2012, 2, 17,2012/03/12 17:00:00.000
45619, 3, 2012, 2, 19,2012/03/19 19:00:00.000
45651, 3, 2012, 7, 20,2012/03/24 20:00:00.000
45652, 3, 2012, 2, 14,2012/03/19 14:00:00.000
45653, 2, 2012, 6, 20,2012/02/24 20:00:00.000
45654, 3, 2012, 6, 21,2012/03/16 21:00:00.000
45729, 3, 2012, 5, 10,2012/03/15 10:00:00.000
45730, 3, 2012, 6, 16,2012/03/23 16:00:00.000
45731, 3, 2012, 7, 19,2012/03/31 19:00:00.000
45732, 4, 2012, 3, 17,2012/04/03 17:00:00.000
45733, 4, 2012, 5, 17,2012/04/05 17:00:00.000
45734, 4, 2012, 6, 13,2012/04/06 13:00:00.000
45746, 4, 2012, 6, 20,2012/04/13 20:00:00.000
45747, 4, 2012, 6, 20,2012/04/13 20:00:00.000
45748, 4, 2012, 2, 22,2012/04/16 22:00:00.000
45749, 4, 2012, 1, 20,2012/04/15 20:00:00.000
45750, 4, 2012, 6, 15,2012/04/13 15:00:00.000
45751, 4, 2012, 7, 15,2012/04/14 15:00:00.000
45752, 4, 2012, 4, 12,2012/04/11 12:00:00.000
45753, 4, 2012, 2, 16,2012/04/02 16:00:00.000
45754, 3, 2012, 6, 14,2012/03/30 14:00:00.000
45755, 4, 2012, 4, 10,2012/04/04 10:00:00.000
45756, 4, 2012, 3, 14,2012/04/03 14:00:00.000
45757, 4, 2012, 6, 20,2012/04/20 20:00:00.000
45759, 4, 2012, 6, 8,2012/04/20 08:00:00.000
45794, 3, 2012, 7, 17,2012/03/24 17:00:00.000
45798, 3, 2012, 6, 21,2012/03/23 21:00:00.000
45799, 4, 2012, 6, 12,2012/04/27 12:00:00.000
45800, 4, 2012, 2, 20,2012/04/30 20:00:00.000
45819, 5, 2012, 3, 19,2012/05/08 19:00:00.000
45820, 4, 2012, 5, 17,2012/04/26 17:00:00.000
45821, 5, 2012, 3, 17,2012/05/01 17:00:00.000
45822, 5, 2012, 7, 11,2012/05/05 11:00:00.000
45829, 5, 2012, 5, 12,2012/05/10 12:00:00.000
45830, 5, 2012, 1, 19,2012/05/06 19:00:00.000
45831, 5, 2012, 5, 12,2012/05/03 12:00:00.000
45833, 5, 2012, 5, 11,2012/05/03 11:00:00.000
45835, 4, 2012, 2, 13,2012/04/23 13:00:00.000
45856, 5, 2012, 4, 19,2012/05/16 19:00:00.000
45857, 5, 2012, 6, 10,2012/05/18 10:00:00.000
45859, 5, 2012, 7, 13,2012/05/19 13:00:00.000
45865, 5, 2012, 6, 19,2012/05/18 19:00:00.000
45866, 5, 2012, 1, 19,2012/05/20 19:00:00.000
45867, 5, 2012, 6, 15,2012/05/18 15:00:00.000
45890, 5, 2012, 1, 17,2012/05/20 17:00:00.000
45891, 5, 2012, 4, 11,2012/05/23 11:00:00.000
45894, 5, 2012, 4, 12,2012/05/16 12:00:00.000
45899, 6, 2012, 1, 19,2012/06/03 19:00:00.000
45900, 6, 2012, 7, 12,2012/06/02 12:00:00.000
45901, 6, 2012, 6, 15,2012/06/01 15:00:00.000
45902, 5, 2012, 2, 20,2012/05/28 20:00:00.000
45912, 5, 2012, 6, 19,2012/05/04 19:00:00.000
45913, 5, 2012, 6, 20,2012/05/25 20:00:00.000
45914, 6, 2012, 4, 21,2012/06/06 21:00:00.000
45927, 5, 2012, 7, 12,2012/05/26 12:00:00.000
45928, 5, 2012, 1, 14,2012/05/27 14:00:00.000
45929, 5, 2012, 7, 11,2012/05/26 11:00:00.000
45930, 12, 2011, 5, 12,2011/12/29 12:00:00.000
45931, 6, 2012, 3, 18,2012/06/12 18:00:00.000
45932, 6, 2012, 4, 14,2012/06/06 14:00:00.000
45933, 6, 2012, 3, 20,2012/06/05 20:00:00.000
45934, 6, 2012, 5, 19,2012/06/14 19:00:00.000
45936, 6, 2012, 4, 11,2012/06/13 11:00:00.000
45937, 6, 2012, 6, 14,2012/06/22 14:00:00.000
45938, 6, 2012, 4, 16,2012/06/20 16:00:00.000
45939, 5, 2012, 4, 19,2012/05/30 19:00:00.000
45940, 6, 2010, 4, 13,2010/06/09 13:00:00.000
45941, 5, 2012, 6, 20,2012/05/25 20:00:00.000
45942, 6, 2012, 3, 13,2012/06/19 13:00:00.000
46024, 7, 2012, 1, 11,2012/07/01 11:00:00.000
46026, 6, 2012, 6, 12,2012/06/22 12:00:00.000
46038, 6, 2012, 6, 17,2012/06/29 17:00:00.000
46042, 7, 2012, 2, 10,2012/07/02 10:00:00.000
46043, 6, 2012, 7, 14,2012/06/30 14:00:00.000
46045, 6, 2012, 7, 23,2012/06/30 23:00:00.000
46048, 4, 2012, 3, 16,2012/04/24 16:00:00.000
46049, 5, 2012, 4, 20,2012/05/23 20:00:00.000
46073, 7, 2012, 3, 2,2012/07/03 02:00:00.000
46092, 7, 2012, 2, 17,2012/07/09 17:00:00.000
46093, 7, 2012, 6, 13,2012/07/06 13:00:00.000
46094, 7, 2012, 7, 14,2012/07/07 14:00:00.000
46095, 7, 2012, 4, 14,2012/07/04 14:00:00.000
46152, 7, 2012, 5, 20,2012/07/12 20:00:00.000
46153, 7, 2012, 7, 14,2012/07/14 14:00:00.000
46154, 7, 2012, 5, 19,2012/07/12 19:00:00.000
46170, 7, 2012, 1, 16,2012/07/22 16:00:00.000
46171, 7, 2012, 3, 19,2012/07/24 19:00:00.000
46172, 7, 2012, 3, 19,2012/07/24 19:00:00.000
46173, 7, 2012, 5, 16,2012/07/26 16:00:00.000
46178, 7, 2012, 7, 9,2012/07/07 09:00:00.000
46179, 7, 2012, 2, 12,2012/07/16 12:00:00.000
46180, 6, 2012, 7, 19,2012/06/16 19:00:00.000
46181, 7, 2012, 2, 18,2012/07/23 18:00:00.000
46187, 7, 2012, 7, 11,2012/07/21 11:00:00.000
46188, 7, 2012, 1, 14,2012/07/29 14:00:00.000
46199, 8, 2012, 1, 15,2012/08/05 15:00:00.000
46200, 8, 2012, 5, 12,2012/08/02 12:00:00.000
46201, 8, 2012, 4, 16,2012/08/01 16:00:00.000
46202, 7, 2012, 7, 10,2012/07/28 10:00:00.000
46209, 8, 2012, 7, 10,2012/08/04 10:00:00.000
46253, 8, 2012, 5, 14,2012/08/16 14:00:00.000
46255, 8, 2012, 7, 12,2012/08/18 12:00:00.000
46255, 8, 2012, 7, 12,2012/08/18 12:00:00.000
46256, 8, 2012, 2, 17,2012/08/20 17:00:00.000
46257, 8, 2012, 3, 18,2012/08/21 18:00:00.000
46258, 8, 2012, 1, 18,2012/08/19 18:00:00.000
46259, 8, 2012, 6, 15,2012/08/17 15:00:00.000
46260, 8, 2012, 2, 19,2012/08/13 19:00:00.000
46261, 8, 2012, 4, 18,2012/08/08 18:00:00.000
46263, 8, 2012, 6, 15,2012/08/17 15:00:00.000
46264, 8, 2012, 2, 17,2012/08/20 17:00:00.000
46279, 8, 2012, 4, 20,2012/08/15 20:00:00.000
46280, 8, 2012, 4, 20,2012/08/08 20:00:00.000
46281, 8, 2012, 6, 12,2012/08/10 12:00:00.000
46282, 8, 2012, 1, 12,2012/08/12 12:00:00.000
46305, 7, 2012, 4, 13,2012/07/11 13:00:00.000
46306, 9, 2012, 1, 12,2012/09/09 12:00:00.000
46307, 9, 2012, 5, 1,2012/09/13 01:00:00.000
46308, 9, 2012, 6, 19,2012/09/07 19:00:00.000
46309, 9, 2012, 1, 21,2012/09/09 21:00:00.000
46310, 8, 2012, 6, 18,2012/08/31 18:00:00.000
46311, 9, 2012, 4, 11,2012/09/05 11:00:00.000
46336, 8, 2012, 6, 18,2012/08/17 18:00:00.000
46337, 9, 2012, 4, 12,2012/09/12 12:00:00.000
46338, 9, 2012, 4, 20,2012/09/12 20:00:00.000
46339, 7, 2012, 5, 12,2012/07/26 12:00:00.000
46340, 9, 2012, 1, 17,2012/09/16 17:00:00.000
46354, 9, 2012, 4, 23,2012/09/19 23:00:00.000
46356, 9, 2012, 7, 15,2012/09/22 15:00:00.000
46368, 9, 2012, 2, 11,2012/09/24 11:00:00.000
46373, 9, 2012, 6, 11,2012/09/21 11:00:00.000
46378, 9, 2012, 7, 16,2012/09/22 16:00:00.000
46411, 9, 2012, 1, 18,2012/09/23 18:00:00.000
46412, 9, 2012, 2, 1,2012/09/24 01:00:00.000
46413, 9, 2012, 2, 17,2012/09/24 17:00:00.000
46414, 9, 2012, 3, 15,2012/09/25 15:00:00.000
46415, 9, 2012, 3, 14,2012/09/25 14:00:00.000
46416, 9, 2012, 6, 21,2012/09/28 21:00:00.000
46417, 9, 2012, 2, 17,2012/09/24 17:00:00.000
46418, 9, 2012, 6, 13,2012/09/07 13:00:00.000
46419, 9, 2012, 2, 8,2012/09/24 08:00:00.000
46431, 10, 2012, 7, 22,2012/10/13 22:00:00.000
46432, 10, 2012, 2, 13,2012/10/08 13:00:00.000
46434, 10, 2012, 4, 11,2012/10/03 11:00:00.000
46435, 8, 2012, 3, 20,2012/08/21 20:00:00.000
46436, 8, 2012, 4, 13,2012/08/22 13:00:00.000
46437, 8, 2012, 7, 11,2012/08/25 11:00:00.000
46438, 10, 2012, 3, 11,2012/10/02 11:00:00.000
46439, 10, 2012, 4, 16,2012/10/03 16:00:00.000
46443, 10, 2012, 4, 12,2012/10/03 12:00:00.000
46444, 8, 2012, 4, 18,2012/08/22 18:00:00.000
46445, 10, 2012, 1, 15,2012/10/07 15:00:00.000
46446, 9, 2012, 6, 17,2012/09/28 17:00:00.000
46448, 10, 2012, 5, 11,2012/10/11 11:00:00.000
46449, 10, 2012, 4, 19,2012/10/10 19:00:00.000
46450, 9, 2012, 2, 13,2012/09/24 13:00:00.000
46451, 8, 2012, 5, 19,2012/08/30 19:00:00.000
46496, 10, 2012, 4, 16,2012/10/31 16:00:00.000
46497, 10, 2012, 4, 12,2012/10/24 12:00:00.000
46498, 10, 2012, 5, 13,2012/10/25 13:00:00.000
46499, 10, 2012, 7, 19,2012/10/27 19:00:00.000
46512, 10, 2012, 5, 15,2012/10/25 15:00:00.000
46513, 10, 2012, 3, 12,2012/10/23 12:00:00.000
46514, 10, 2012, 7, 15,2012/10/20 15:00:00.000
46562, 10, 2012, 4, 10,2012/10/31 10:00:00.000
46563, 11, 2012, 6, 12,2012/11/02 12:00:00.000
46564, 11, 2012, 7, 16,2012/11/03 16:00:00.000
46565, 11, 2012, 1, 20,2012/11/04 20:00:00.000
46566, 11, 2012, 2, 11,2012/11/05 11:00:00.000
46567, 11, 2012, 4, 16,2012/11/07 16:00:00.000
46568, 11, 2012, 5, 11,2012/11/08 11:00:00.000
46569, 11, 2012, 5, 19,2012/11/08 19:00:00.000
46570, 11, 2012, 1, 19,2012/11/11 19:00:00.000
46571, 10, 2012, 7, 21,2012/10/13 21:00:00.000
46572, 11, 2012, 6, 12,2012/11/02 12:00:00.000
46573, 11, 2012, 2, 20,2012/11/05 20:00:00.000
46574, 10, 2012, 4, 22,2012/10/24 22:00:00.000
46575, 10, 2012, 2, 2,2012/10/29 02:00:00.000
46576, 10, 2012, 1, 17,2012/10/28 17:00:00.000
46581, 10, 2012, 5, 21,2012/10/18 21:00:00.000
46582, 11, 2012, 5, 19,2012/11/01 19:00:00.000
46583, 11, 2012, 3, 21,2012/11/06 21:00:00.000
46584, 11, 2012, 5, 12,2012/11/08 12:00:00.000
46585, 11, 2012, 3, 18,2012/11/13 18:00:00.000
46586, 11, 2012, 6, 11,2012/11/16 11:00:00.000
46587, 11, 2012, 2, 16,2012/11/19 16:00:00.000
46588, 11, 2012, 7, 14,2012/11/03 14:00:00.000
46589, 11, 2012, 6, 14,2012/11/02 14:00:00.000
46590, 11, 2012, 5, 11,2012/11/22 11:00:00.000
46591, 11, 2012, 4, 11,2012/11/21 11:00:00.000
46592, 11, 2012, 4, 18,2012/11/07 18:00:00.000
46593, 11, 2012, 6, 21,2012/11/23 21:00:00.000
46594, 10, 2012, 7, 21,2012/10/13 21:00:00.000
46612, 11, 2012, 6, 14,2012/11/23 14:00:00.000
46630, 12, 2012, 7, 20,2012/12/01 20:00:00.000
46633, 11, 2012, 5, 12,2012/11/15 12:00:00.000
46702, 12, 2012, 3, 17,2012/12/11 17:00:00.000
46703, 12, 2012, 2, 18,2012/12/10 18:00:00.000
46704, 12, 2012, 2, 18,2012/12/10 18:00:00.000
46705, 12, 2012, 4, 17,2012/12/12 17:00:00.000
46708, 12, 2012, 5, 16,2012/12/06 16:00:00.000
46710, 11, 2012, 5, 10,2012/11/29 10:00:00.000
46712, 12, 2012, 5, 13,2012/12/06 13:00:00.000
46734, 12, 2012, 1, 20,2012/12/16 20:00:00.000
46735, 12, 2012, 6, 20,2012/12/07 20:00:00.000
46746, 12, 2012, 6, 14,2012/12/07 14:00:00.000
46747, 12, 2012, 5, 20,2012/12/06 20:00:00.000
46748, 12, 2012, 4, 12,2012/12/05 12:00:00.000
46750, 12, 2012, 6, 17,2012/12/21 17:00:00.000
46751, 12, 2012, 5, 22,2012/12/13 22:00:00.000
46752, 12, 2012, 2, 10,2012/12/10 10:00:00.000
46753, 12, 2012, 5, 13,2012/12/20 13:00:00.000
46754, 12, 2012, 4, 20,2012/12/12 20:00:00.000
46755, 12, 2012, 6, 9,2012/12/21 09:00:00.000
46756, 12, 2012, 5, 9,2012/12/20 09:00:00.000
46780, 12, 2012, 7, 21,2012/12/29 21:00:00.000
46781, 12, 2012, 2, 11,2012/12/31 11:00:00.000
46823, 12, 2012, 1, 22,2012/12/16 22:00:00.000
46839, 12, 2012, 7, 19,2012/12/29 19:00:00.000
46840, 12, 2012, 4, 21,2012/12/26 21:00:00.000
46841, 12, 2012, 5, 16,2012/12/27 16:00:00.000
46842, 12, 2012, 7, 21,2012/12/22 21:00:00.000
46844, 12, 2012, 7, 19,2012/12/22 19:00:00.000
46845, 12, 2012, 7, 19,2012/12/08 19:00:00.000
46846, 8, 2012, 3, 22,2012/08/21 22:00:00.000
46847, 5, 2012, 2, 20,2012/05/07 20:00:00.000
46850, 1, 2013, 3, 15,2013/01/22 15:00:00.000
46852, 1, 2013, 5, 20,2013/01/24 20:00:00.000
46853, 1, 2013, 6, 14,2013/01/25 14:00:00.000
46854, 1, 2013, 2, 14,2013/01/21 14:00:00.000
46855, 1, 2013, 7, 14,2013/01/05 14:00:00.000
46856, 1, 2013, 5, 12,2013/01/17 12:00:00.000
46857, 1, 2013, 5, 17,2013/01/03 17:00:00.000
46858, 1, 2013, 6, 17,2013/01/18 17:00:00.000
46859, 1, 2013, 7, 13,2013/01/19 13:00:00.000
46860, 1, 2013, 6, 16,2013/01/11 16:00:00.000
46861, 1, 2013, 4, 16,2013/01/02 16:00:00.000
46862, 1, 2013, 6, 17,2013/01/25 17:00:00.000
46863, 1, 2013, 6, 21,2013/01/11 21:00:00.000
46864, 1, 2013, 4, 18,2013/01/16 18:00:00.000
46865, 1, 2013, 6, 13,2013/01/25 13:00:00.000
46871, 1, 2013, 4, 21,2013/01/23 21:00:00.000
46872, 1, 2013, 4, 13,2013/01/23 13:00:00.000
46873, 1, 2013, 1, 11,2013/01/27 11:00:00.000
46900, 2, 2012, 3, 19,2012/02/07 19:00:00.000
46901, 3, 2012, 2, 20,2012/03/26 20:00:00.000
46914, 2, 2013, 7, 18,2013/02/02 18:00:00.000
46916, 1, 2013, 3, 19,2013/01/29 19:00:00.000
46918, 1, 2013, 7, 15,2013/01/26 15:00:00.000
46919, 1, 2013, 4, 14,2013/01/30 14:00:00.000
46969, 2, 2013, 1, 23,2013/02/03 23:00:00.000
46972, 1, 2013, 5, 11,2013/01/31 11:00:00.000
46973, 1, 2013, 4, 21,2013/01/23 21:00:00.000
46977, 2, 2013, 4, 22,2013/02/06 22:00:00.000
46980, 1, 2013, 4, 20,2013/01/02 20:00:00.000
47011, 2, 2013, 1, 21,2013/02/10 21:00:00.000
47012, 2, 2013, 6, 19,2013/02/08 19:00:00.000
47013, 2, 2013, 2, 12,2013/02/04 12:00:00.000
47014, 2, 2013, 3, 2,2013/02/05 02:00:00.000
47015, 2, 2013, 7, 10,2013/02/16 10:00:00.000
47016, 2, 2013, 7, 18,2013/02/16 18:00:00.000
47017, 2, 2013, 4, 12,2013/02/13 12:00:00.000
47018, 2, 2013, 7, 20,2013/02/16 20:00:00.000
47019, 2, 2013, 3, 22,2013/02/12 22:00:00.000
47023, 2, 2013, 7, 15,2013/02/16 15:00:00.000
47024, 2, 2013, 2, 15,2013/02/18 15:00:00.000
47025, 2, 2013, 1, 11,2013/02/17 11:00:00.000
47047, 2, 2013, 6, 10,2013/02/22 10:00:00.000
47048, 2, 2013, 7, 17,2013/02/23 17:00:00.000
47074, 2, 2013, 2, 14,2013/02/25 14:00:00.000
47075, 3, 2013, 7, 12,2013/03/02 12:00:00.000
47080, 2, 2013, 1, 14,2013/02/24 14:00:00.000
47081, 3, 2013, 7, 13,2013/03/02 13:00:00.000
47082, 4, 2012, 4, 11,2012/04/11 11:00:00.000
47102, 3, 2013, 3, 12,2013/03/05 12:00:00.000
47108, 2, 2013, 4, 18,2013/02/27 18:00:00.000
47109, 3, 2013, 2, 21,2013/03/04 21:00:00.000
47110, 3, 2013, 6, 21,2013/03/01 21:00:00.000
47132, 3, 2013, 1, 12,2013/03/10 12:00:00.000
47133, 3, 2013, 4, 13,2013/03/06 13:00:00.000
47134, 1, 2013, 2, 14,2013/01/28 14:00:00.000
47138, 3, 2013, 2, 23,2013/03/11 23:00:00.000
47142, 3, 2013, 3, 12,2013/03/12 12:00:00.000
47154, 3, 2013, 2, 21,2013/03/11 21:00:00.000
47155, 3, 2013, 3, 15,2013/03/19 15:00:00.000
47156, 3, 2013, 2, 12,2013/03/18 12:00:00.000
47158, 3, 2013, 7, 19,2013/03/16 19:00:00.000
47159, 3, 2013, 7, 12,2013/03/16 12:00:00.000
47296, 3, 2013, 3, 14,2013/03/26 14:00:00.000
47297, 3, 2013, 7, 12,2013/03/23 12:00:00.000
47298, 3, 2013, 1, 23,2013/03/31 23:00:00.000
47333, 3, 2013, 6, 18,2013/03/22 18:00:00.000
47334, 3, 2013, 7, 14,2013/03/23 14:00:00.000
47339, 3, 2013, 4, 13,2013/03/27 13:00:00.000
47351, 3, 2013, 2, 20,2013/03/18 20:00:00.000
47353, 3, 2013, 6, 16,2013/03/29 16:00:00.000
47354, 4, 2013, 4, 19,2013/04/03 19:00:00.000
47422, 4, 2013, 1, 16,2013/04/07 16:00:00.000
47647, 2, 2013, 7, 20,2013/02/16 20:00:00.000
47648, 4, 2013, 7, 12,2013/04/20 12:00:00.000
47649, 4, 2013, 6, 13,2013/04/12 13:00:00.000
47650, 4, 2013, 6, 11,2013/04/05 11:00:00.000
47651, 4, 2013, 6, 20,2013/04/19 20:00:00.000
47652, 3, 2013, 3, 18,2013/03/12 18:00:00.000
47659, 4, 2013, 2, 14,2013/04/22 14:00:00.000
47661, 4, 2013, 2, 19,2013/04/22 19:00:00.000
47665, 4, 2013, 5, 20,2013/04/18 20:00:00.000
47674, 4, 2013, 5, 12,2013/04/18 12:00:00.000
47675, 4, 2013, 3, 22,2013/04/16 22:00:00.000
47694, 4, 2013, 6, 19,2013/04/19 19:00:00.000
47697, 4, 2013, 1, 14,2013/04/21 14:00:00.000
47698, 4, 2013, 3, 2,2013/04/16 02:00:00.000
47699, 4, 2013, 2, 11,2013/04/22 11:00:00.000
47872, 4, 2013, 5, 9,2013/04/25 09:00:00.000
47876, 4, 2013, 1, 12,2013/04/21 12:00:00.000
47879, 4, 2013, 6, 12,2013/04/26 12:00:00.000
47888, 4, 2013, 3, 17,2013/04/23 17:00:00.000
47894, 4, 2013, 4, 18,2013/04/24 18:00:00.000
47901, 4, 2013, 4, 13,2013/04/24 13:00:00.000
47926, 4, 2013, 1, 15,2013/04/07 15:00:00.000
47936, 4, 2013, 3, 13,2013/04/30 13:00:00.000
47965, 5, 2013, 1, 11,2013/05/05 11:00:00.000
47966, 5, 2013, 6, 14,2013/05/03 14:00:00.000
47979, 4, 2013, 2, 20,2013/04/22 20:00:00.000
47980, 4, 2013, 5, 12,2013/04/25 12:00:00.000
47981, 4, 2013, 3, 21,2013/04/30 21:00:00.000
