codigo_ocorrencia;uf;codigo_aeronave;equipamento;tipo_motor;ano_fabricacao;categoria_aviacao;tipo_operacao;quantidade_fatalidades;codigo_fator;aspecto;mes;ano;dia_semana;hora
46612;PB;13386;ULTRALEVE  ;PIST«O    ;2001;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 11; 2012; 6; 14
46630;SP;13404;AVI«O      ;PIST«O    ;1961;PARTICULAR          ;PRIVADA   ;0;14707                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2012; 7; 20
46633;GO;13405;AVI«O      ;PIST«O    ;1985;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 11; 2012; 5; 12
46702;GO;13451;HELIC‡PTERO;TURBOEIXO ;1994;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 12; 2012; 3; 17
46703;MG;13452;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 12; 2012; 2; 18
46704;MG;13453;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 12; 2012; 2; 18
46705;MG;3708;AVI«O      ;PIST«O    ;1980;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 12; 2012; 4; 17
46708;RS;13457;AVI«O      ;PIST«O    ;2002;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 12; 2012; 5; 16
46710;ES;13458;ULTRALEVE  ;PIST«O    ;2003;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 11; 2012; 5; 10
46712;PA;13459;AVI«O      ;PIST«O    ;1989;PARTICULAR          ;PRIVADA   ;0;14404                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2012; 5; 13
46734;SP;13472;HELIC‡PTERO;PIST«O    ;2011;INSTRUÄ«O           ;INSTRUÄ«O ;0;14729                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2012; 1; 20
46735;MT;13473;AVI«O      ;PIST«O    ;1998;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 12; 2012; 6; 20
46746;MT;3326;AVI«O      ;PIST«O    ;2001;AGR÷COLA            ;AGR÷COLA  ;0;14094                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 12; 2012; 6; 14
46747;MT;6588;AVI«O      ;PIST«O    ;1971;PARTICULAR          ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 12; 2012; 5; 20
46748;MT;13476;AVI«O      ;PIST«O    ;1993;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 12; 2012; 4; 12
46750;MT;13478;AVI«O      ;PIST«O    ;2012;PARTICULAR          ;AGR÷COLA  ;0;14420                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2012; 6; 17
46751;RS;13479;AVI«O      ;PIST«O    ;1981;AGR÷COLA            ;AGR÷COLA  ;1;16264                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2012; 5; 22
46752;RS;13480;AVI«O      ;PIST«O    ;2008;PARTICULAR          ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 12; 2012; 2; 10
46753;SP;13481;AVI«O      ;PIST«O    ;1966;AGR÷COLA            ;AGR÷COLA  ;0;16126                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2012; 5; 13
46754;PA;4299;AVI«O      ;PIST«O    ;1973;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 12; 2012; 4; 20
46755;SP;1878;AVI«O      ;PIST«O    ;1992;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 12; 2012; 6; 9
46756;SP;6579;AVI«O      ;PIST«O    ;1960;INSTRUÄ«O           ;INSTRUÄ«O ;0;14174                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2012; 5; 9
46780;SP;13497;ULTRALEVE  ;PIST«O    ;0;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 12; 2012; 7; 21
46781;MS;6353;AVI«O      ;PIST«O    ;1977;AGR÷COLA            ;AGR÷COLA  ;1;                                                                                                                                ;                             ; 12; 2012; 2; 11
46823;RS;13519;AVI«O      ;PIST«O    ;1978;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 12; 2012; 1; 22
46839;RJ;13522;HELIC‡PTERO;TURBOEIXO ;2008;ADMINISTRAÄ«O DIRETA;POLICIAL  ;0;                                                                                                                                ;                             ; 12; 2012; 7; 19
46840;MG;13523;AVI«O      ;PIST«O    ;2001;INSTRUÄ«O           ;INSTRUÄ«O ;2;                                                                                                                                ;                             ; 12; 2012; 4; 21
46841;RJ;13524;HELIC‡PTERO;PIST«O    ;2010;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 12; 2012; 5; 16
46842;MG;13525;AVI«O      ;PIST«O    ;2012;EXPERIMENTAL        ;EXPERIMENT;2;                                                                                                                                ;                             ; 12; 2012; 7; 21
46844;PA;13526;AVI«O      ;PIST«O    ;1962;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 12; 2012; 7; 19
46845;MG;13527;ULTRALEVE  ;***       ;0;EXPERIMENTAL        ;EXPERIMENT;2;                                                                                                                                ;                             ; 12; 2012; 7; 19
46846;RJ;13528;AVI«O      ;PIST«O    ;2011;PARTICULAR          ;PRIVADA   ;2;15881                                                                                                                           ;ASPECTO M√âDICO              ; 8; 2012; 3; 22
46847;PR;13529;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2012; 2; 20
46850;MT;13530;AVI«O      ;PIST«O    ;1993;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 1; 2013; 3; 15
46852;AM;3947;AVI«O      ;PIST«O    ;1979;TµXI A?REO          ;TµXI A?REO;0;15788                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2013; 5; 20
46853;PB;13532;AVI«O      ;PIST«O    ;1997;ADMINISTRAÄ«O DIRETA;N«O REGULA;0;                                                                                                                                ;                             ; 1; 2013; 6; 14
46854;SP;13533;HELIC‡PTERO;TURBOEIXO ;2008;TµXI A?REO          ;TµXI A?REO;1;14230                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2013; 2; 14
46855;MT;13534;AVI«O      ;PIST«O    ;2012;PARTICULAR          ;AGR÷COLA  ;1;14422                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 1; 2013; 7; 14
46856;PR;13535;AVI«O      ;TURBO?LICE;1980;PARTICULAR          ;PRIVADA   ;0;16173                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 1; 2013; 5; 12
46857;SP;13536;HELIC‡PTERO;TURBOEIXO ;2011;PARTICULAR          ;PRIVADA   ;2;                                                                                                                                ;                             ; 1; 2013; 5; 17
46858;SP;13003;AVI«O      ;PIST«O    ;1979;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 1; 2013; 6; 17
46859;PR;9663;AVI«O      ;PIST«O    ;1982;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 1; 2013; 7; 13
46860;AC;13539;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;14100                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2013; 6; 16
46861;RS;13540;AVI«O      ;PIST«O    ;2012;ESPECIALIZADA       ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 1; 2013; 4; 16
46862;SP;8740;AVI«O      ;TURBO?LICE;1986;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 1; 2013; 6; 17
46863;SP;2439;AVI«O      ;TURBO?LICE;1986;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 1; 2013; 6; 21
46864;MG;13543;AVI«O      ;JATO      ;2011;PARTICULAR          ;PRIVADA   ;0;14757                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2013; 4; 18
46865;GO;13544;AVI«O      ;TURBO?LICE;1982;PARTICULAR          ;PRIVADA   ;0;14232                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2013; 6; 13
46871;PR;10589;AVI«O      ;PIST«O    ;1969;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 1; 2013; 4; 21
46872;BA;13550;AVI«O      ;PIST«O    ;2008;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 1; 2013; 4; 13
46873;PE;1661;AVI«O      ;PIST«O    ;1992;INSTRUÄ«O           ;INSTRUÄ«O ;0;14146                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2013; 1; 11
46900;MG;13573;AVI«O      ;PIST«O    ;1978;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 2; 2012; 3; 19
46901;AM;13574;AVI«O      ;PIST«O    ;0;PARTICULAR          ;PRIVADA   ;0;14101                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2012; 2; 20
46914;AM;34612;AVI«O      ;***       ;0;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 2; 2013; 7; 18
46916;RS;13581;AVI«O      ;PIST«O    ;1994;AGR÷COLA            ;AGR÷COLA  ;1;15796                                                                                                                           ;ASPECTO M√âDICO              ; 1; 2013; 3; 19
46918;AM;13582;HELIC‡PTERO;TURBOEIXO ;1993;TµXI A?REO          ;TµXI A?REO;0;15794                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 1; 2013; 7; 15
46919;RJ;2226;AVI«O      ;JATO      ;1991;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 1; 2013; 4; 14
46969;SP;13588;AVI«O      ;TURBO?LICE;2001;PARTICULAR          ;PRIVADA   ;5;15844                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2013; 1; 23
46972;SC;13589;AVI«O      ;PIST«O    ;1980;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 1; 2013; 5; 11
46973;MT;13590;AVI«O      ;PIST«O    ;1969;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 1; 2013; 4; 21
46977;SP;11913;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 2; 2013; 4; 22
46980;GO;13592;ULTRALEVE  ;PIST«O    ;1999;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 1; 2013; 4; 20
47011;GO;13600;AVI«O      ;PIST«O    ;2007;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 2; 2013; 1; 21
47012;GO;13601;AVI«O      ;PIST«O    ;2006;PARTICULAR          ;PRIVADA   ;0;16160                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2013; 6; 19
47013;MT;13602;AVI«O      ;PIST«O    ;1985;TµXI A?REO          ;TµXI A?REO;0;14371                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2013; 2; 12
47014;MA;11723;AVI«O      ;JATO      ;2002;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 2; 2013; 3; 2
47015;MG;13604;AVI«O      ;TURBO?LICE;2012;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 2; 2013; 7; 10
47016;SC;13605;AVI«O      ;PIST«O    ;0;INSTRUÄ«O           ;PRIVADA   ;0;                                                                                                                                ;                             ; 2; 2013; 7; 18
47017;RS;13606;AVI«O      ;PIST«O    ;1978;ESPECIALIZADA       ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 2; 2013; 4; 12
47018;GO;13607;PLANADOR   ;SEM TRAÄ«O;1988;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 2; 2013; 7; 20
47019;RS;13608;ULTRALEVE  ;PIST«O    ;2012;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 2; 2013; 3; 22
47023;SP;13611;AVI«O      ;PIST«O    ;1981;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 2; 2013; 7; 15
47024;SP;12354;AVI«O      ;PIST«O    ;1973;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 2; 2013; 2; 15
47025;SP;8435;AVI«O      ;PIST«O    ;1976;ESPECIALIZADA       ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 2; 2013; 1; 11
47047;RS;13615;AVI«O      ;PIST«O    ;1984;AGR÷COLA            ;AGR÷COLA  ;1;16170                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 2; 2013; 6; 10
47048;SP;13616;AVI«O      ;PIST«O    ;1960;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 2; 2013; 7; 17
47074;PR;13639;AVI«O      ;PIST«O    ;1978;ESPECIALIZADA       ;AGR÷COLA  ;0;14194                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 2; 2013; 2; 14
47075;AM;13208;AVI«O      ;PIST«O    ;1974;TµXI A?REO          ;TµXI A?REO;0;14428                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2013; 7; 12
47080;SP;13641;AVI«O      ;TURBO?LICE;2011;ESPECIALIZADA       ;ESPECIALIZ;0;                                                                                                                                ;                             ; 2; 2013; 1; 14
47081;SP;13642;HELIC‡PTERO;TURBOEIXO ;2011;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2013; 7; 13
47082;MT;13643;AVI«O      ;PIST«O    ;2002;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 4; 2012; 4; 11
47102;RO;13626;AVI«O      ;JATO      ;1983;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 3; 2013; 3; 12
47108;MG;13663;AVI«O      ;PIST«O    ;2007;PARTICULAR          ;PRIVADA   ;2;                                                                                                                                ;                             ; 2; 2013; 4; 18
47109;MG;13664;AVI«O      ;PIST«O    ;1985;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2013; 2; 21
47110;MT;13665;AVI«O      ;TURBO?LICE;2012;AGR÷COLA            ;AGR÷COLA  ;0;14253                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 3; 2013; 6; 21
47132;PE;13682;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2013; 1; 12
47133;BA;13683;AVI«O      ;TURBO?LICE;2007;PARTICULAR          ;AGR÷COLA  ;0;14219                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2013; 4; 13
47134;SP;13684;AVI«O      ;PIST«O    ;2011;EXPERIMENTAL        ;EXPERIMENT;2;                                                                                                                                ;                             ; 1; 2013; 2; 14
47138;AM;34615;HELIC‡PTERO;TURBOEIXO ;0;PARTICULAR          ;***       ;0;                                                                                                                                ;                             ; 3; 2013; 2; 23
47142;PA;576;AVI«O      ;TURBO?LICE;1986;TµXI A?REO          ;TµXI A?REO;10;14486                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 3; 2013; 3; 12
47154;RO;13695;AVI«O      ;PIST«O    ;2009;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2013; 2; 21
47155;RS;4847;AVI«O      ;PIST«O    ;1962;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 3; 2013; 3; 15
47156;RS;3452;AVI«O      ;PIST«O    ;1987;ESPECIALIZADA       ;AGR÷COLA  ;0;14376                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2013; 2; 12
47158;PB;13699;ULTRALEVE  ;PIST«O    ;2011;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 3; 2013; 7; 19
47159;MA;13700;AVI«O      ;PIST«O    ;1981;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 3; 2013; 7; 12
47296;MT;1334;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;AGR÷COLA  ;1;                                                                                                                                ;                             ; 3; 2013; 3; 14
47297;MS;13723;AVI«O      ;PIST«O    ;2012;PARTICULAR          ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 3; 2013; 7; 12
47298;SP;13724;ULTRALEVE  ;PIST«O    ;1996;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 3; 2013; 1; 23
47333;SP;12527;HELIC‡PTERO;PIST«O    ;2001;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 3; 2013; 6; 18
47334;AM;9573;AVI«O      ;PIST«O    ;1974;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2013; 7; 14
47339;RJ;1400;HELIC‡PTERO;TURBOEIXO ;1988;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 3; 2013; 4; 13
47351;SP;13746;AVI«O      ;PIST«O    ;2005;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 3; 2013; 2; 20
47353;SP;13747;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 3; 2013; 6; 16
47354;GO;12896;AVI«O      ;PIST«O    ;1975;PARTICULAR          ;PRIVADA   ;0;14242                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2013; 4; 19
47422;GO;6218;AVI«O      ;PIST«O    ;1950;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 4; 2013; 1; 16
47647;MG;13934;AVI«O      ;PIST«O    ;2000;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 2; 2013; 7; 20
47648;MG;13935;AVI«O      ;PIST«O    ;1992;ESPECIALIZADA       ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 4; 2013; 7; 12
47649;PR;13936;AVI«O      ;PIST«O    ;1986;ESPECIALIZADA       ;AGR÷COLA  ;0;14358                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2013; 6; 13
47650;GO;13937;ULTRALEVE  ;PIST«O    ;2004;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 4; 2013; 6; 11
47651;SP;13938;ULTRALEVE  ;PIST«O    ;2008;EXPERIMENTAL        ;EXPERIMENT;2;                                                                                                                                ;                             ; 4; 2013; 6; 20
47652;RS;13939;AVI«O      ;PIST«O    ;2006;PARTICULAR          ;PRIVADA   ;0;14189                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 3; 2013; 3; 18
47659;SP;13943;HELIC‡PTERO;PIST«O    ;1998;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 4; 2013; 2; 14
47661;AM;4141;AVI«O      ;PIST«O    ;1994;TµXI A?REO          ;TµXI A?REO;1;14110                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2013; 2; 19
47665;SP;13949;AVI«O      ;PIST«O    ;2010;ESPECIALIZADA       ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2013; 5; 20
47674;MS;9454;AVI«O      ;PIST«O    ;1995;ESPECIALIZADA       ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 4; 2013; 5; 12
47675;SP;13400;AVI«O      ;PIST«O    ;0;***                 ;***       ;0;                                                                                                                                ;                             ; 4; 2013; 3; 22
47694;MT;3119;AVI«O      ;PIST«O    ;1963;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2013; 6; 19
47697;SP;13966;AVI«O      ;PIST«O    ;2007;INSTRUÄ«O           ;INSTRUÄ«O ;0;14217                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2013; 1; 14
47698;PR;13967;AVI«O      ;TURBO?LICE;2006;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 4; 2013; 3; 2
47699;PA;3689;AVI«O      ;TURBO?LICE;1976;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 4; 2013; 2; 11
47872;MT;14094;AVI«O      ;PIST«O    ;2013;EXPERIMENTAL        ;EXPERIMENT;1;                                                                                                                                ;                             ; 4; 2013; 5; 9
47876;MT;14098;AVI«O      ;PIST«O    ;1972;PARTICULAR          ;PRIVADA   ;0;15815                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2013; 1; 12
47879;PA;14101;AVI«O      ;PIST«O    ;1975;TµXI A?REO          ;TµXI A?REO;2;14239                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 4; 2013; 6; 12
47888;PR;9054;AVI«O      ;PIST«O    ;1991;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 4; 2013; 3; 17
47894;RJ;8165;HELIC‡PTERO;TURBOEIXO ;1990;ADMINISTRAÄ«O DIRETA;POLICIAL  ;0;                                                                                                                                ;                             ; 4; 2013; 4; 18
47901;TO;14119;AVI«O      ;TURBO?LICE;1978;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 4; 2013; 4; 13
47926;RS;14136;AVI«O      ;***       ;0;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 4; 2013; 1; 15
47936;SP;14138;ULTRALEVE  ;PIST«O    ;2005;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 4; 2013; 3; 13
47965;RO;14154;ULTRALEVE  ;PIST«O    ;2005;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 5; 2013; 1; 11
47966;GO;14155;AVI«O      ;PIST«O    ;1980;AGR÷COLA            ;AGR÷COLA  ;1;14744                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2013; 6; 14
47979;GO;14164;ULTRALEVE  ;PIST«O    ;0;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 4; 2013; 2; 20
47980;MS;14165;AVI«O      ;PIST«O    ;1964;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 4; 2013; 5; 12
47981;MT;14166;AVI«O      ;TURBO?LICE;2012;PARTICULAR          ;AGR÷COLA  ;1;14259                                                                                                                           ;ASPECTO M√âDICO              ; 4; 2013; 3; 21
47983;RJ;14167;HELIC‡PTERO;TURBOEIXO ;1983;ADMINISTRAÄ«O DIRETA;POLICIAL  ;0;                                                                                                                                ;                             ; 5; 2013; 5; 19
47992;SP;4243;AVI«O      ;PIST«O    ;1948;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 5; 2013; 6; 13
47998;MT;14179;AVI«O      ;PIST«O    ;1981;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2013; 3; 20
48012;RJ;248;HELIC‡PTERO;TURBOEIXO ;1983;MÈLTIPLA            ;TµXI A?REO;0;                                                                                                                                ;                             ; 5; 2013; 4; 15
48013;SP;14191;HELIC‡PTERO;PIST«O    ;1991;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 5; 2013; 5; 16
48014;PE;12358;AVI«O      ;PIST«O    ;1946;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 5; 2013; 7; 11
48053;MS;14218;AVI«O      ;PIST«O    ;1979;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2013; 5; 13
48055;PR;1297;AVI«O      ;PIST«O    ;1992;INSTRUÄ«O           ;INSTRUÄ«O ;0;14160                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2013; 4; 17
48058;DF;11540;AVI«O      ;JATO      ;1999;REGULAR             ;REGULAR   ;0;                                                                                                                                ;                             ; 4; 2013; 3; 21
48137;PR;9218;AVI«O      ;JATO      ;2006;PARTICULAR          ;PRIVADA   ;1;15409                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 11; 2006; 1; 18
48429;PR;11548;AVI«O      ;PIST«O    ;1978;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2013; 4; 19
48438;SP;635;AVI«O      ;JATO      ;1972;PARTICULAR          ;PRIVADA   ;0;14333                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2013; 7; 19
48630;RJ;14627;AVI«O      ;PIST«O    ;1954;INSTRUÄ«O           ;INSTRUÄ«O ;0;14273                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2013; 5; 16
48652;CE;14628;HELIC‡PTERO;TURBOEIXO ;2003;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 5; 2013; 5; 15
48653;MS;5904;AVI«O      ;PIST«O    ;1977;ESPECIALIZADA       ;AGR÷COLA  ;0;14300                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2013; 4; 9
48654;SP;13508;AVI«O      ;TURBO?LICE;1974;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 5; 2013; 6; 6
48656;GO;14631;AVI«O      ;PIST«O    ;1976;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 5; 2013; 6; 14
48657;SP;14632;ULTRALEVE  ;PIST«O    ;2009;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 5; 2013; 4; 15
48658;SP;14633;ANF÷BIO    ;PIST«O    ;2006;EXPERIMENTAL        ;EXPERIMENT;2;                                                                                                                                ;                             ; 5; 2013; 4; 19
48660;BA;2272;AVI«O      ;PIST«O    ;1969;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 5; 2013; 6; 10
48661;SP;3869;AVI«O      ;PIST«O    ;1993;INSTRUÄ«O           ;PRIVADA   ;0;14154                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 5; 2013; 7; 13
48662;BA;14637;AVI«O      ;PIST«O    ;1976;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 5; 2013; 5; 19
48727;AM;14645;HELIC‡PTERO;TURBOEIXO ;1971;PARTICULAR          ;PRIVADA   ;2;16284                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 6; 2013; 6; 11
48729;SP;14646;ULTRALEVE  ;PIST«O    ;2008;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 6; 2013; 6; 10
48731;RS;14647;ULTRALEVE  ;PIST«O    ;2011;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 5; 2013; 1; 18
48762;SP;9064;AVI«O      ;PIST«O    ;1969;INSTRUÄ«O           ;INSTRUÄ«O ;0;14285                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2013; 7; 17
48772;SP;14660;AVI«O      ;PIST«O    ;1985;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 6; 2013; 4; 16
48791;PA;3789;AVI«O      ;PIST«O    ;1976;TµXI A?REO          ;TµXI A?REO;0;14340                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2013; 7; 13
48793;SP;14662;ULTRALEVE  ;PIST«O    ;1988;EXPERIMENTAL        ;EXPERIMENT;0;                                                                                                                                ;                             ; 5; 2013; 7; 19
48795;PA;14663;AVI«O      ;PIST«O    ;1979;TµXI A?REO          ;TµXI A?REO;0;14196                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2013; 1; 19
48796;AM;11284;AVI«O      ;PIST«O    ;1978;PARTICULAR          ;PRIVADA   ;1;15443                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 6; 2013; 6; 14
